"seed";"a";"b";"c";"d";"rho1";"rho2";"err1";"err2";"flipped"
30279;100;10;0;1;0.892;0.872;FALSE;FALSE;"flipped"
30329;100;10;0;1;0.912;0.843;FALSE;FALSE;"NOT-flipped"
30476;100;10;0;1;0.826;0.877;FALSE;FALSE;"NOT-flipped"
30505;100;10;0;1;0.899;0.899;FALSE;FALSE;"NOT-flipped"
30764;100;10;0;1;0.878;0.874;FALSE;FALSE;"NOT-flipped"
31017;100;10;0;1;0.907;0.861;FALSE;FALSE;"NOT-flipped"
31060;100;10;0;1;0.877;0.857;FALSE;FALSE;"NOT-flipped"
31146;100;10;0;1;0.901;0.865;FALSE;FALSE;"NOT-flipped"
31453;100;10;0;1;0.892;0.839;FALSE;FALSE;"NOT-flipped"
31672;100;10;0;1;0.723;0.831;FALSE;FALSE;"NOT-flipped"
31696;100;10;0;1;0.931;0.902;FALSE;FALSE;"NOT-flipped"
31749;100;10;0;1;0.859;0.861;FALSE;FALSE;"flipped"
31910;100;10;0;1;0.832;0.908;FALSE;FALSE;"NOT-flipped"
32017;100;10;0;1;0.908;0.811;FALSE;FALSE;"NOT-flipped"
32060;100;10;0;1;0.853;0.84;FALSE;FALSE;"NOT-flipped"
32478;100;10;0;1;0.875;0.905;FALSE;FALSE;"NOT-flipped"
33064;100;10;0;1;0.871;0.893;FALSE;FALSE;"NOT-flipped"
33343;100;10;0;1;0.858;0.829;FALSE;FALSE;"NOT-flipped"
33386;100;10;0;1;0.893;0.889;FALSE;FALSE;"NOT-flipped"
33626;100;10;0;1;0.893;0.869;FALSE;FALSE;"NOT-flipped"
34460;100;10;0;1;0.745;0.848;FALSE;FALSE;"flipped"
34556;100;10;0;1;0.884;0.866;FALSE;FALSE;"NOT-flipped"
34577;100;10;0;1;0.9;0.832;FALSE;FALSE;"NOT-flipped"
34677;100;10;0;1;0.847;0.927;FALSE;FALSE;"NOT-flipped"
34696;100;10;0;1;0.888;0.885;FALSE;FALSE;"NOT-flipped"
34906;100;10;0;1;0.845;0.89;FALSE;FALSE;"NOT-flipped"
35569;100;10;0;1;0.901;0.909;FALSE;FALSE;"NOT-flipped"
35585;100;10;0;1;0.847;0.886;FALSE;FALSE;"NOT-flipped"
35647;100;10;0;1;0.889;0.858;FALSE;FALSE;"flipped"
35690;100;10;0;1;0.897;0.936;FALSE;FALSE;"NOT-flipped"
35797;100;10;0;1;0.844;0.914;FALSE;FALSE;"NOT-flipped"
35889;100;10;0;1;0.903;0.849;FALSE;FALSE;"NOT-flipped"
35991;100;10;0;1;0.901;0.916;FALSE;FALSE;"NOT-flipped"
36011;100;10;0;1;0.894;0.898;FALSE;FALSE;"NOT-flipped"
36543;100;10;0;1;0.855;0.922;FALSE;FALSE;"NOT-flipped"
36865;100;10;0;1;0.861;0.882;FALSE;FALSE;"flipped"
36945;100;10;0;1;0.878;0.879;FALSE;FALSE;"flipped"
36978;100;10;0;1;0.879;0.869;FALSE;FALSE;"NOT-flipped"
37134;100;10;0;1;0.87;0.881;FALSE;FALSE;"flipped"
37434;100;10;0;1;0.882;0.895;FALSE;FALSE;"NOT-flipped"
38571;100;10;0;1;0.888;0.902;FALSE;FALSE;"flipped"
38602;100;10;0;1;0.878;0.908;FALSE;FALSE;"NOT-flipped"
38942;100;10;0;1;0.84;0.772;FALSE;FALSE;"NOT-flipped"
38950;100;10;0;1;0.865;0.876;FALSE;FALSE;"flipped"
39671;100;10;0;1;0.911;0.924;FALSE;FALSE;"NOT-flipped"
39726;100;10;0;1;0.886;0.896;FALSE;FALSE;"NOT-flipped"
39727;100;10;0;1;0.845;0.921;FALSE;FALSE;"NOT-flipped"
39756;100;10;0;1;0.897;0.874;FALSE;FALSE;"NOT-flipped"
39800;100;10;0;1;0.882;0.824;FALSE;FALSE;"NOT-flipped"
39985;100;10;0;1;0.875;0.904;FALSE;FALSE;"flipped"
40149;100;10;0;1;0.91;0.897;FALSE;FALSE;"NOT-flipped"
40580;100;10;0;1;0.863;0.889;FALSE;FALSE;"NOT-flipped"
40691;100;10;0;1;0.873;0.86;FALSE;FALSE;"NOT-flipped"
40862;100;10;0;1;0.885;0.839;FALSE;FALSE;"NOT-flipped"
40884;100;10;0;1;0.928;0.893;FALSE;FALSE;"NOT-flipped"
40922;100;10;0;1;0.882;0.883;FALSE;FALSE;"NOT-flipped"
40960;100;10;0;1;0.886;0.904;FALSE;FALSE;"NOT-flipped"
41113;100;10;0;1;0.919;0.914;FALSE;FALSE;"NOT-flipped"
41762;100;10;0;1;0.869;0.881;FALSE;FALSE;"NOT-flipped"
42095;100;10;0;1;0.912;0.747;FALSE;FALSE;"NOT-flipped"
42332;100;10;0;1;0.832;0.832;FALSE;FALSE;"NOT-flipped"
42362;100;10;0;1;0.82;0.917;FALSE;FALSE;"NOT-flipped"
42551;100;10;0;1;0.864;0.892;FALSE;FALSE;"NOT-flipped"
42621;100;10;0;1;0.926;0.903;FALSE;FALSE;"NOT-flipped"
42801;100;10;0;1;0.863;0.919;FALSE;FALSE;"NOT-flipped"
43045;100;10;0;1;0.878;0.911;FALSE;FALSE;"NOT-flipped"
43199;100;10;0;1;0.797;0.865;FALSE;FALSE;"NOT-flipped"
43246;100;10;0;1;0.918;0.887;FALSE;FALSE;"NOT-flipped"
43374;100;10;0;1;0.883;0.844;FALSE;FALSE;"NOT-flipped"
43480;100;10;0;1;0.901;0.872;FALSE;FALSE;"NOT-flipped"
43650;100;10;0;1;0.872;0.884;FALSE;FALSE;"flipped"
44868;100;10;0;1;0.903;0.904;FALSE;FALSE;"NOT-flipped"
45644;100;10;0;1;0.894;0.903;FALSE;FALSE;"flipped"
46029;100;10;0;1;0.889;0.91;FALSE;FALSE;"NOT-flipped"
46246;100;10;0;1;0.884;0.885;FALSE;FALSE;"NOT-flipped"
46264;100;10;0;1;0.854;0.897;FALSE;FALSE;"flipped"
46440;100;10;0;1;0.886;0.885;FALSE;FALSE;"NOT-flipped"
46531;100;10;0;1;0.896;0.899;FALSE;FALSE;"NOT-flipped"
46566;100;10;0;1;0.819;0.879;FALSE;FALSE;"NOT-flipped"
46633;100;10;0;1;0.884;0.882;FALSE;FALSE;"NOT-flipped"
46801;100;10;0;1;0.878;0.844;FALSE;FALSE;"NOT-flipped"
46849;100;10;0;1;0.886;0.902;FALSE;FALSE;"NOT-flipped"
46998;100;10;0;1;0.915;0.845;FALSE;FALSE;"NOT-flipped"
47063;100;10;0;1;0.873;0.873;FALSE;FALSE;"NOT-flipped"
47358;100;10;0;1;0.856;0.841;FALSE;FALSE;"flipped"
47413;100;10;0;1;0.911;0.844;FALSE;FALSE;"NOT-flipped"
47415;100;10;0;1;0.89;0.894;FALSE;FALSE;"NOT-flipped"
47709;100;10;0;1;0.839;0.866;FALSE;FALSE;"NOT-flipped"
47917;100;10;0;1;0.865;0.898;FALSE;FALSE;"NOT-flipped"
48003;100;10;0;1;0.866;0.828;FALSE;FALSE;"flipped"
48281;100;10;0;1;0.867;0.856;FALSE;FALSE;"NOT-flipped"
48334;100;10;0;1;0.922;0.859;FALSE;FALSE;"NOT-flipped"
48492;100;10;0;1;0.913;0.9;FALSE;FALSE;"NOT-flipped"
48498;100;10;0;1;0.843;0.893;FALSE;FALSE;"NOT-flipped"
48715;100;10;0;1;0.921;0.856;FALSE;FALSE;"NOT-flipped"
48937;100;10;0;1;0.888;0.895;FALSE;FALSE;"NOT-flipped"
49042;100;10;0;1;0.822;0.894;FALSE;FALSE;"NOT-flipped"
49216;100;10;0;1;0.896;0.862;FALSE;FALSE;"NOT-flipped"
49542;100;10;0;1;0.897;0.844;FALSE;FALSE;"NOT-flipped"
49875;100;10;0;1;0.87;0.834;FALSE;FALSE;"flipped"
30279;100;10;0;2;0.943;0.947;FALSE;FALSE;"NOT-flipped"
30329;100;10;0;2;0.919;0.895;FALSE;FALSE;"NOT-flipped"
30476;100;10;0;2;0.913;0.956;FALSE;FALSE;"NOT-flipped"
30505;100;10;0;2;0.914;0.916;FALSE;FALSE;"NOT-flipped"
30764;100;10;0;2;0.92;0.928;FALSE;FALSE;"NOT-flipped"
31017;100;10;0;2;0.94;0.877;FALSE;FALSE;"NOT-flipped"
31060;100;10;0;2;0.908;0.944;FALSE;FALSE;"NOT-flipped"
31146;100;10;0;2;0.949;0.966;FALSE;FALSE;"NOT-flipped"
31453;100;10;0;2;0.947;0.921;FALSE;FALSE;"NOT-flipped"
31672;100;10;0;2;0.91;0.953;FALSE;FALSE;"NOT-flipped"
31696;100;10;0;2;0.932;0.967;FALSE;FALSE;"NOT-flipped"
31749;100;10;0;2;0.93;0.958;FALSE;FALSE;"NOT-flipped"
31910;100;10;0;2;0.932;0.906;FALSE;FALSE;"NOT-flipped"
32017;100;10;0;2;0.936;0.952;FALSE;FALSE;"NOT-flipped"
32060;100;10;0;2;0.946;0.93;FALSE;FALSE;"NOT-flipped"
32478;100;10;0;2;0.937;0.93;FALSE;FALSE;"NOT-flipped"
33064;100;10;0;2;0.908;0.929;FALSE;FALSE;"NOT-flipped"
33343;100;10;0;2;0.939;0.949;FALSE;FALSE;"flipped"
33386;100;10;0;2;0.956;0.882;FALSE;FALSE;"NOT-flipped"
33626;100;10;0;2;0.944;0.933;FALSE;FALSE;"NOT-flipped"
34460;100;10;0;2;0.926;0.929;FALSE;FALSE;"NOT-flipped"
34556;100;10;0;2;0.961;0.925;FALSE;FALSE;"NOT-flipped"
34577;100;10;0;2;0.91;0.933;FALSE;FALSE;"NOT-flipped"
34677;100;10;0;2;0.917;0.917;FALSE;FALSE;"NOT-flipped"
34696;100;10;0;2;0.938;0.932;FALSE;FALSE;"NOT-flipped"
34906;100;10;0;2;0.928;0.907;FALSE;FALSE;"NOT-flipped"
35569;100;10;0;2;0.9;0.938;FALSE;FALSE;"NOT-flipped"
35585;100;10;0;2;0.94;0.905;FALSE;FALSE;"flipped"
35647;100;10;0;2;0.926;0.919;FALSE;FALSE;"NOT-flipped"
35690;100;10;0;2;0.935;0.949;FALSE;FALSE;"NOT-flipped"
35797;100;10;0;2;0.925;0.877;FALSE;FALSE;"NOT-flipped"
35889;100;10;0;2;0.883;0.941;FALSE;FALSE;"NOT-flipped"
35991;100;10;0;2;0.928;0.916;FALSE;FALSE;"NOT-flipped"
36011;100;10;0;2;0.912;0.933;FALSE;FALSE;"NOT-flipped"
36543;100;10;0;2;0.94;0.918;FALSE;FALSE;"flipped"
36865;100;10;0;2;0.907;0.879;FALSE;FALSE;"flipped"
36945;100;10;0;2;0.951;0.965;FALSE;FALSE;"NOT-flipped"
36978;100;10;0;2;0.908;0.952;FALSE;FALSE;"NOT-flipped"
37134;100;10;0;2;0.907;0.944;FALSE;FALSE;"NOT-flipped"
37434;100;10;0;2;0.934;0.947;FALSE;FALSE;"NOT-flipped"
38571;100;10;0;2;0.937;0.93;FALSE;FALSE;"NOT-flipped"
38602;100;10;0;2;0.943;0.946;FALSE;FALSE;"NOT-flipped"
38942;100;10;0;2;0.929;0.889;FALSE;FALSE;"NOT-flipped"
38950;100;10;0;2;0.92;0.911;FALSE;FALSE;"flipped"
39671;100;10;0;2;0.89;0.93;FALSE;FALSE;"NOT-flipped"
39726;100;10;0;2;0.921;0.89;FALSE;FALSE;"NOT-flipped"
39727;100;10;0;2;0.895;0.928;FALSE;FALSE;"NOT-flipped"
39756;100;10;0;2;0.919;0.929;FALSE;FALSE;"NOT-flipped"
39800;100;10;0;2;0.935;0.92;FALSE;FALSE;"NOT-flipped"
39985;100;10;0;2;0.934;0.912;FALSE;FALSE;"flipped"
40149;100;10;0;2;0.953;0.909;FALSE;FALSE;"NOT-flipped"
40580;100;10;0;2;0.894;0.919;FALSE;FALSE;"NOT-flipped"
40691;100;10;0;2;0.928;0.941;FALSE;FALSE;"NOT-flipped"
40862;100;10;0;2;0.885;0.903;FALSE;FALSE;"NOT-flipped"
40884;100;10;0;2;0.879;0.941;FALSE;FALSE;"NOT-flipped"
40922;100;10;0;2;0.939;0.937;FALSE;FALSE;"NOT-flipped"
40960;100;10;0;2;0.935;0.945;FALSE;FALSE;"NOT-flipped"
41113;100;10;0;2;0.915;0.922;FALSE;FALSE;"flipped"
41762;100;10;0;2;0.946;0.964;FALSE;FALSE;"flipped"
42095;100;10;0;2;0.86;0.919;FALSE;FALSE;"NOT-flipped"
42332;100;10;0;2;0.903;0.924;FALSE;FALSE;"NOT-flipped"
42362;100;10;0;2;0.919;0.915;FALSE;FALSE;"flipped"
42551;100;10;0;2;0.925;0.927;FALSE;FALSE;"NOT-flipped"
42621;100;10;0;2;0.92;0.884;FALSE;FALSE;"NOT-flipped"
42801;100;10;0;2;0.947;0.905;FALSE;FALSE;"NOT-flipped"
43045;100;10;0;2;0.961;0.947;FALSE;FALSE;"NOT-flipped"
43199;100;10;0;2;0.935;0.927;FALSE;FALSE;"NOT-flipped"
43246;100;10;0;2;0.927;0.945;FALSE;FALSE;"NOT-flipped"
43374;100;10;0;2;0.92;0.916;FALSE;FALSE;"NOT-flipped"
43480;100;10;0;2;0.93;0.918;FALSE;FALSE;"NOT-flipped"
43650;100;10;0;2;0.943;0.931;FALSE;FALSE;"NOT-flipped"
44868;100;10;0;2;0.934;0.933;FALSE;FALSE;"NOT-flipped"
45644;100;10;0;2;0.941;0.863;FALSE;FALSE;"NOT-flipped"
46029;100;10;0;2;0.943;0.882;FALSE;FALSE;"NOT-flipped"
46246;100;10;0;2;0.956;0.916;FALSE;FALSE;"NOT-flipped"
46264;100;10;0;2;0.955;0.93;FALSE;FALSE;"NOT-flipped"
46440;100;10;0;2;0.929;0.945;FALSE;FALSE;"NOT-flipped"
46531;100;10;0;2;0.94;0.953;FALSE;FALSE;"flipped"
46566;100;10;0;2;0.948;0.934;FALSE;FALSE;"NOT-flipped"
46633;100;10;0;2;0.889;0.916;FALSE;FALSE;"NOT-flipped"
46801;100;10;0;2;0.922;0.849;FALSE;FALSE;"NOT-flipped"
46849;100;10;0;2;0.935;0.874;FALSE;FALSE;"NOT-flipped"
46998;100;10;0;2;0.92;0.927;FALSE;FALSE;"NOT-flipped"
47063;100;10;0;2;0.922;0.958;FALSE;FALSE;"NOT-flipped"
47358;100;10;0;2;0.911;0.951;FALSE;FALSE;"NOT-flipped"
47413;100;10;0;2;0.937;0.864;FALSE;FALSE;"NOT-flipped"
47415;100;10;0;2;0.9;0.957;FALSE;FALSE;"NOT-flipped"
47709;100;10;0;2;0.898;0.935;FALSE;FALSE;"flipped"
47917;100;10;0;2;0.945;0.928;FALSE;FALSE;"NOT-flipped"
48003;100;10;0;2;0.955;0.897;FALSE;FALSE;"NOT-flipped"
48281;100;10;0;2;0.912;0.952;FALSE;FALSE;"NOT-flipped"
48334;100;10;0;2;0.935;0.956;FALSE;FALSE;"NOT-flipped"
48492;100;10;0;2;0.936;0.885;FALSE;FALSE;"NOT-flipped"
48498;100;10;0;2;0.95;0.925;FALSE;FALSE;"NOT-flipped"
48715;100;10;0;2;0.938;0.956;FALSE;FALSE;"NOT-flipped"
48937;100;10;0;2;0.936;0.888;FALSE;FALSE;"NOT-flipped"
49042;100;10;0;2;0.941;0.937;FALSE;FALSE;"NOT-flipped"
49216;100;10;0;2;0.946;0.924;FALSE;FALSE;"NOT-flipped"
49542;100;10;0;2;0.946;0.901;FALSE;FALSE;"NOT-flipped"
49875;100;10;0;2;0.912;0.935;FALSE;FALSE;"NOT-flipped"
30279;100;10;0;3;0.974;0.979;FALSE;FALSE;"NOT-flipped"
30329;100;10;0;3;0.975;0.981;FALSE;FALSE;"NOT-flipped"
30476;100;10;0;3;0.974;0.984;FALSE;FALSE;"NOT-flipped"
30505;100;10;0;3;0.979;0.979;FALSE;FALSE;"NOT-flipped"
30764;100;10;0;3;0.982;0.971;FALSE;FALSE;"flipped"
31017;100;10;0;3;0.986;0.976;FALSE;FALSE;"NOT-flipped"
31060;100;10;0;3;0.973;0.977;FALSE;FALSE;"flipped"
31146;100;10;0;3;0.973;0.982;FALSE;FALSE;"NOT-flipped"
31453;100;10;0;3;0.97;0.978;FALSE;FALSE;"NOT-flipped"
31672;100;10;0;3;0.983;0.982;FALSE;FALSE;"NOT-flipped"
31696;100;10;0;3;0.976;0.985;FALSE;FALSE;"NOT-flipped"
31749;100;10;0;3;0.978;0.976;FALSE;FALSE;"NOT-flipped"
31910;100;10;0;3;0.975;0.971;FALSE;FALSE;"NOT-flipped"
32017;100;10;0;3;0.981;0.977;FALSE;FALSE;"NOT-flipped"
32060;100;10;0;3;0.984;0.983;FALSE;FALSE;"NOT-flipped"
32478;100;10;0;3;0.984;0.982;FALSE;FALSE;"NOT-flipped"
33064;100;10;0;3;0.984;0.982;FALSE;FALSE;"NOT-flipped"
33343;100;10;0;3;0.974;0.974;FALSE;FALSE;"NOT-flipped"
33386;100;10;0;3;0.98;0.979;FALSE;FALSE;"flipped"
33626;100;10;0;3;0.976;0.979;FALSE;FALSE;"NOT-flipped"
34460;100;10;0;3;0.964;0.967;FALSE;FALSE;"NOT-flipped"
34556;100;10;0;3;0.963;0.98;FALSE;FALSE;"NOT-flipped"
34577;100;10;0;3;0.981;0.98;FALSE;FALSE;"NOT-flipped"
34677;100;10;0;3;0.968;0.969;FALSE;FALSE;"NOT-flipped"
34696;100;10;0;3;0.977;0.971;FALSE;FALSE;"NOT-flipped"
34906;100;10;0;3;0.978;0.977;FALSE;FALSE;"NOT-flipped"
35569;100;10;0;3;0.982;0.979;FALSE;FALSE;"NOT-flipped"
35585;100;10;0;3;0.98;0.976;FALSE;FALSE;"NOT-flipped"
35647;100;10;0;3;0.982;0.985;FALSE;FALSE;"NOT-flipped"
35690;100;10;0;3;0.977;0.969;FALSE;FALSE;"NOT-flipped"
35797;100;10;0;3;0.971;0.971;FALSE;FALSE;"NOT-flipped"
35889;100;10;0;3;0.98;0.983;FALSE;FALSE;"NOT-flipped"
35991;100;10;0;3;0.977;0.979;FALSE;FALSE;"NOT-flipped"
36011;100;10;0;3;0.963;0.974;FALSE;FALSE;"NOT-flipped"
36543;100;10;0;3;0.975;0.975;FALSE;FALSE;"flipped"
36865;100;10;0;3;0.973;0.961;FALSE;FALSE;"NOT-flipped"
36945;100;10;0;3;0.973;0.974;FALSE;FALSE;"flipped"
36978;100;10;0;3;0.976;0.971;FALSE;FALSE;"NOT-flipped"
37134;100;10;0;3;0.98;0.983;FALSE;FALSE;"NOT-flipped"
37434;100;10;0;3;0.98;0.974;FALSE;FALSE;"flipped"
38571;100;10;0;3;0.974;0.96;FALSE;FALSE;"NOT-flipped"
38602;100;10;0;3;0.975;0.973;FALSE;FALSE;"NOT-flipped"
38942;100;10;0;3;0.977;0.974;FALSE;FALSE;"NOT-flipped"
38950;100;10;0;3;0.983;0.983;FALSE;FALSE;"NOT-flipped"
39671;100;10;0;3;0.973;0.98;FALSE;FALSE;"NOT-flipped"
39726;100;10;0;3;0.972;0.978;FALSE;FALSE;"NOT-flipped"
39727;100;10;0;3;0.977;0.98;FALSE;FALSE;"NOT-flipped"
39756;100;10;0;3;0.978;0.982;FALSE;FALSE;"flipped"
39800;100;10;0;3;0.973;0.977;FALSE;FALSE;"NOT-flipped"
39985;100;10;0;3;0.981;0.976;FALSE;FALSE;"NOT-flipped"
40149;100;10;0;3;0.972;0.969;FALSE;FALSE;"NOT-flipped"
40580;100;10;0;3;0.975;0.972;FALSE;FALSE;"NOT-flipped"
40691;100;10;0;3;0.971;0.965;FALSE;FALSE;"NOT-flipped"
40862;100;10;0;3;0.977;0.973;FALSE;FALSE;"NOT-flipped"
40884;100;10;0;3;0.972;0.981;FALSE;FALSE;"flipped"
40922;100;10;0;3;0.974;0.979;FALSE;FALSE;"flipped"
40960;100;10;0;3;0.97;0.978;FALSE;FALSE;"NOT-flipped"
41113;100;10;0;3;0.978;0.975;FALSE;FALSE;"flipped"
41762;100;10;0;3;0.973;0.979;FALSE;FALSE;"flipped"
42095;100;10;0;3;0.97;0.982;FALSE;FALSE;"NOT-flipped"
42332;100;10;0;3;0.972;0.973;FALSE;FALSE;"NOT-flipped"
42362;100;10;0;3;0.984;0.988;FALSE;FALSE;"NOT-flipped"
42551;100;10;0;3;0.979;0.969;FALSE;FALSE;"NOT-flipped"
42621;100;10;0;3;0.985;0.975;FALSE;FALSE;"NOT-flipped"
42801;100;10;0;3;0.984;0.968;FALSE;FALSE;"NOT-flipped"
43045;100;10;0;3;0.978;0.974;FALSE;FALSE;"NOT-flipped"
43199;100;10;0;3;0.978;0.975;FALSE;FALSE;"flipped"
43246;100;10;0;3;0.981;0.978;FALSE;FALSE;"NOT-flipped"
43374;100;10;0;3;0.972;0.975;FALSE;FALSE;"NOT-flipped"
43480;100;10;0;3;0.976;0.96;FALSE;FALSE;"NOT-flipped"
43650;100;10;0;3;0.975;0.979;FALSE;FALSE;"NOT-flipped"
44868;100;10;0;3;0.983;0.976;FALSE;FALSE;"NOT-flipped"
45644;100;10;0;3;0.973;0.981;FALSE;FALSE;"NOT-flipped"
46029;100;10;0;3;0.979;0.97;FALSE;FALSE;"NOT-flipped"
46246;100;10;0;3;0.976;0.965;FALSE;FALSE;"flipped"
46264;100;10;0;3;0.976;0.979;FALSE;FALSE;"NOT-flipped"
46440;100;10;0;3;0.969;0.969;FALSE;FALSE;"NOT-flipped"
46531;100;10;0;3;0.978;0.981;FALSE;FALSE;"flipped"
46566;100;10;0;3;0.974;0.958;FALSE;FALSE;"NOT-flipped"
46633;100;10;0;3;0.98;0.971;FALSE;FALSE;"NOT-flipped"
46801;100;10;0;3;0.973;0.977;FALSE;FALSE;"NOT-flipped"
46849;100;10;0;3;0.97;0.962;FALSE;FALSE;"NOT-flipped"
46998;100;10;0;3;0.979;0.973;FALSE;FALSE;"NOT-flipped"
47063;100;10;0;3;0.978;0.975;FALSE;FALSE;"NOT-flipped"
47358;100;10;0;3;0.981;0.982;FALSE;FALSE;"flipped"
47413;100;10;0;3;0.969;0.979;FALSE;FALSE;"NOT-flipped"
47415;100;10;0;3;0.986;0.962;FALSE;FALSE;"NOT-flipped"
47709;100;10;0;3;0.974;0.976;FALSE;FALSE;"NOT-flipped"
47917;100;10;0;3;0.975;0.98;FALSE;FALSE;"NOT-flipped"
48003;100;10;0;3;0.979;0.985;FALSE;FALSE;"NOT-flipped"
48281;100;10;0;3;0.981;0.979;FALSE;FALSE;"NOT-flipped"
48334;100;10;0;3;0.98;0.964;FALSE;FALSE;"flipped"
48492;100;10;0;3;0.97;0.965;FALSE;FALSE;"NOT-flipped"
48498;100;10;0;3;0.98;0.972;FALSE;FALSE;"NOT-flipped"
48715;100;10;0;3;0.975;0.982;FALSE;FALSE;"NOT-flipped"
48937;100;10;0;3;0.973;0.958;FALSE;FALSE;"NOT-flipped"
49042;100;10;0;3;0.976;0.981;FALSE;FALSE;"NOT-flipped"
49216;100;10;0;3;0.972;0.963;FALSE;FALSE;"NOT-flipped"
49542;100;10;0;3;0.986;0.959;FALSE;FALSE;"NOT-flipped"
49875;100;10;0;3;0.976;0.981;FALSE;FALSE;"NOT-flipped"
30279;100;10;0.4;1;0.909;0.831;FALSE;FALSE;"NOT-flipped"
30329;100;10;0.4;1;0.901;0.878;FALSE;FALSE;"NOT-flipped"
30476;100;10;0.4;1;0.916;0.913;FALSE;FALSE;"NOT-flipped"
30505;100;10;0.4;1;0.89;0.899;FALSE;FALSE;"NOT-flipped"
30764;100;10;0.4;1;0.75;0.882;FALSE;FALSE;"NOT-flipped"
31017;100;10;0.4;1;0.908;0.874;FALSE;FALSE;"NOT-flipped"
31060;100;10;0.4;1;0.894;0.867;FALSE;FALSE;"NOT-flipped"
31146;100;10;0.4;1;0.887;0.919;FALSE;FALSE;"NOT-flipped"
31453;100;10;0.4;1;0.92;0.884;FALSE;FALSE;"NOT-flipped"
31672;100;10;0.4;1;0.91;0.896;FALSE;FALSE;"NOT-flipped"
31696;100;10;0.4;1;0.87;0.886;FALSE;FALSE;"NOT-flipped"
31749;100;10;0.4;1;0.901;0.868;FALSE;FALSE;"NOT-flipped"
31910;100;10;0.4;1;0.913;0.858;FALSE;FALSE;"NOT-flipped"
32017;100;10;0.4;1;0.901;0.883;FALSE;FALSE;"NOT-flipped"
32060;100;10;0.4;1;0.879;0.836;FALSE;FALSE;"NOT-flipped"
32478;100;10;0.4;1;0.844;0.919;FALSE;FALSE;"NOT-flipped"
33064;100;10;0.4;1;0.89;0.906;FALSE;FALSE;"NOT-flipped"
33343;100;10;0.4;1;0.907;0.896;FALSE;FALSE;"NOT-flipped"
33386;100;10;0.4;1;0.907;0.902;FALSE;FALSE;"NOT-flipped"
33626;100;10;0.4;1;0.926;0.877;FALSE;FALSE;"NOT-flipped"
34460;100;10;0.4;1;0.871;0.908;FALSE;FALSE;"NOT-flipped"
34556;100;10;0.4;1;0.855;0.902;FALSE;FALSE;"NOT-flipped"
34577;100;10;0.4;1;0.903;0.881;FALSE;FALSE;"NOT-flipped"
34677;100;10;0.4;1;0.908;0.9;FALSE;FALSE;"flipped"
34696;100;10;0.4;1;0.924;0.892;FALSE;FALSE;"NOT-flipped"
34906;100;10;0.4;1;0.907;0.879;FALSE;FALSE;"NOT-flipped"
35569;100;10;0.4;1;0.896;0.864;FALSE;FALSE;"flipped"
35585;100;10;0.4;1;0.928;0.837;FALSE;FALSE;"NOT-flipped"
35647;100;10;0.4;1;0.842;0.901;FALSE;FALSE;"NOT-flipped"
35690;100;10;0.4;1;0.867;0.892;FALSE;FALSE;"NOT-flipped"
35797;100;10;0.4;1;0.888;0.864;FALSE;FALSE;"NOT-flipped"
35889;100;10;0.4;1;0.907;0.912;FALSE;FALSE;"NOT-flipped"
35991;100;10;0.4;1;0.859;0.892;FALSE;FALSE;"NOT-flipped"
36011;100;10;0.4;1;0.901;0.871;FALSE;FALSE;"NOT-flipped"
36543;100;10;0.4;1;0.903;0.871;FALSE;FALSE;"NOT-flipped"
36865;100;10;0.4;1;0.917;0.933;FALSE;FALSE;"NOT-flipped"
36945;100;10;0.4;1;0.822;0.881;FALSE;FALSE;"NOT-flipped"
36978;100;10;0.4;1;0.802;0.86;FALSE;FALSE;"NOT-flipped"
37134;100;10;0.4;1;0.884;0.894;FALSE;FALSE;"NOT-flipped"
37434;100;10;0.4;1;0.901;0.875;FALSE;FALSE;"NOT-flipped"
38571;100;10;0.4;1;0.909;0.888;FALSE;FALSE;"NOT-flipped"
38602;100;10;0.4;1;0.871;0.858;FALSE;FALSE;"NOT-flipped"
38942;100;10;0.4;1;0.87;0.86;FALSE;FALSE;"NOT-flipped"
38950;100;10;0.4;1;0.898;0.892;FALSE;FALSE;"NOT-flipped"
39671;100;10;0.4;1;0.865;0.89;FALSE;FALSE;"NOT-flipped"
39726;100;10;0.4;1;0.867;0.83;FALSE;FALSE;"NOT-flipped"
39727;100;10;0.4;1;0.867;0.885;FALSE;FALSE;"NOT-flipped"
39756;100;10;0.4;1;0.896;0.88;FALSE;FALSE;"NOT-flipped"
39800;100;10;0.4;1;0.92;0.897;FALSE;FALSE;"NOT-flipped"
39985;100;10;0.4;1;0.876;0.869;FALSE;FALSE;"NOT-flipped"
40149;100;10;0.4;1;0.915;0.91;FALSE;FALSE;"NOT-flipped"
40580;100;10;0.4;1;0.879;0.863;FALSE;FALSE;"NOT-flipped"
40691;100;10;0.4;1;0.858;0.885;FALSE;FALSE;"NOT-flipped"
40862;100;10;0.4;1;0.889;0.891;FALSE;FALSE;"NOT-flipped"
40884;100;10;0.4;1;0.881;0.881;FALSE;FALSE;"NOT-flipped"
40922;100;10;0.4;1;0.799;0.845;FALSE;FALSE;"NOT-flipped"
40960;100;10;0.4;1;0.875;0.895;FALSE;FALSE;"flipped"
41113;100;10;0.4;1;0.871;0.88;FALSE;FALSE;"NOT-flipped"
41762;100;10;0.4;1;0.887;0.904;FALSE;FALSE;"NOT-flipped"
