"seed";"a";"b";"c";"d";"rho1";"rho2";"err1";"err2";"flipped"
33064;100;6;0.8;1;0.864;0.834;FALSE;FALSE;"NOT-flipped"
33343;100;6;0.8;1;0.864;0.779;FALSE;FALSE;"NOT-flipped"
33386;100;6;0.8;1;0.891;0.858;FALSE;FALSE;"NOT-flipped"
33626;100;6;0.8;1;0.771;0.784;FALSE;FALSE;"NOT-flipped"
34460;100;6;0.8;1;0.807;0.868;FALSE;FALSE;"flipped"
34556;100;6;0.8;1;0.813;0.841;FALSE;FALSE;"NOT-flipped"
34577;100;6;0.8;1;0.832;0.748;FALSE;FALSE;"NOT-flipped"
34677;100;6;0.8;1;0.797;0.834;FALSE;FALSE;"NOT-flipped"
34696;100;6;0.8;1;0.859;0.872;FALSE;FALSE;"NOT-flipped"
34906;100;6;0.8;1;0.862;0.867;FALSE;FALSE;"NOT-flipped"
35569;100;6;0.8;1;0.874;0.84;FALSE;FALSE;"flipped"
35585;100;6;0.8;1;0.865;0.844;FALSE;FALSE;"NOT-flipped"
35647;100;6;0.8;1;0.811;0.68;FALSE;FALSE;"NOT-flipped"
35690;100;6;0.8;1;0.86;0.821;FALSE;FALSE;"NOT-flipped"
35797;100;6;0.8;1;0.827;0.804;FALSE;FALSE;"flipped"
35889;100;6;0.8;1;0.882;0.867;FALSE;FALSE;"NOT-flipped"
35991;100;6;0.8;1;0.885;0.866;FALSE;FALSE;"NOT-flipped"
36011;100;6;0.8;1;0.855;0.869;FALSE;FALSE;"NOT-flipped"
36543;100;6;0.8;1;0.82;0.81;FALSE;FALSE;"NOT-flipped"
36865;100;6;0.8;1;0.849;0.851;FALSE;FALSE;"NOT-flipped"
36945;100;6;0.8;1;0.74;0.833;FALSE;FALSE;"flipped"
36978;100;6;0.8;1;0.888;0.85;FALSE;FALSE;"flipped"
37134;100;6;0.8;1;0.76;0.815;FALSE;FALSE;"flipped"
37434;100;6;0.8;1;0.843;0.823;FALSE;FALSE;"NOT-flipped"
38571;100;6;0.8;1;0.869;0.855;FALSE;FALSE;"NOT-flipped"
38602;100;6;0.8;1;0.866;0.857;FALSE;FALSE;"NOT-flipped"
38942;100;6;0.8;1;0.852;0.861;FALSE;FALSE;"NOT-flipped"
38950;100;6;0.8;1;0.837;0.857;FALSE;FALSE;"NOT-flipped"
39671;100;6;0.8;1;0.851;0.812;FALSE;FALSE;"NOT-flipped"
39726;100;6;0.8;1;0.775;0.829;FALSE;FALSE;"NOT-flipped"
39727;100;6;0.8;1;0.883;0.818;FALSE;FALSE;"NOT-flipped"
39756;100;6;0.8;1;0.825;0.862;FALSE;FALSE;"flipped"
39800;100;6;0.8;1;0.812;0.839;FALSE;FALSE;"flipped"
39985;100;6;0.8;1;0.879;0.844;FALSE;FALSE;"flipped"
40149;100;6;0.8;1;0.856;0.809;FALSE;FALSE;"NOT-flipped"
40580;100;6;0.8;1;0.847;0.858;FALSE;FALSE;"flipped"
40691;100;6;0.8;1;0.779;0.842;FALSE;FALSE;"NOT-flipped"
40862;100;6;0.8;1;0.903;0.899;FALSE;FALSE;"NOT-flipped"
40884;100;6;0.8;1;0.804;0.828;FALSE;FALSE;"NOT-flipped"
40922;100;6;0.8;1;0.878;0.854;FALSE;FALSE;"NOT-flipped"
40960;100;6;0.8;1;0.761;0.813;FALSE;FALSE;"flipped"
41113;100;6;0.8;1;0.799;0.878;FALSE;FALSE;"NOT-flipped"
41762;100;6;0.8;1;0.741;0.756;FALSE;FALSE;"flipped"
42095;100;6;0.8;1;0.83;0.867;FALSE;FALSE;"NOT-flipped"
42332;100;6;0.8;1;0.858;0.747;FALSE;FALSE;"flipped"
42362;100;6;0.8;1;0.836;0.801;FALSE;FALSE;"flipped"
42551;100;6;0.8;1;0.798;0.851;FALSE;FALSE;"NOT-flipped"
42621;100;6;0.8;1;0.834;0.803;FALSE;FALSE;"NOT-flipped"
42801;100;6;0.8;1;0.853;0.803;FALSE;FALSE;"NOT-flipped"
43045;100;6;0.8;1;0.814;0.84;FALSE;FALSE;"flipped"
43199;100;6;0.8;1;0.873;0.885;FALSE;FALSE;"NOT-flipped"
43246;100;6;0.8;1;0.746;0.695;FALSE;FALSE;"NOT-flipped"
43374;100;6;0.8;1;0.823;0.831;FALSE;FALSE;"NOT-flipped"
43480;100;6;0.8;1;0.822;0.774;FALSE;FALSE;"flipped"
43650;100;6;0.8;1;0.755;0.796;FALSE;FALSE;"NOT-flipped"
44868;100;6;0.8;1;0.737;0.744;FALSE;FALSE;"NOT-flipped"
45644;100;6;0.8;1;0.864;0.816;FALSE;FALSE;"NOT-flipped"
46029;100;6;0.8;1;0.876;0.86;FALSE;FALSE;"NOT-flipped"
46246;100;6;0.8;1;0.851;0.858;FALSE;FALSE;"flipped"
46264;100;6;0.8;1;0.875;0.874;FALSE;FALSE;"NOT-flipped"
46440;100;6;0.8;1;0.869;0.788;FALSE;FALSE;"NOT-flipped"
46531;100;6;0.8;1;0.872;0.857;FALSE;FALSE;"NOT-flipped"
46566;100;6;0.8;1;0.838;0.826;FALSE;FALSE;"NOT-flipped"
46633;100;6;0.8;1;0.77;0.838;FALSE;FALSE;"NOT-flipped"
46801;100;6;0.8;1;0.618;0.741;FALSE;FALSE;"NOT-flipped"
46849;100;6;0.8;1;0.892;0.846;FALSE;FALSE;"NOT-flipped"
46998;100;6;0.8;1;0.818;0.879;FALSE;FALSE;"NOT-flipped"
47063;100;6;0.8;1;0.839;0.847;FALSE;FALSE;"NOT-flipped"
47358;100;6;0.8;1;0.857;0.86;FALSE;FALSE;"NOT-flipped"
47413;100;6;0.8;1;0.859;0.854;FALSE;FALSE;"NOT-flipped"
47415;100;6;0.8;1;0.876;0.823;FALSE;FALSE;"NOT-flipped"
47709;100;6;0.8;1;0.808;0.846;FALSE;FALSE;"NOT-flipped"
47917;100;6;0.8;1;0.807;0.81;FALSE;FALSE;"NOT-flipped"
48003;100;6;0.8;1;0.863;0.793;FALSE;FALSE;"NOT-flipped"
48281;100;6;0.8;1;0.817;0.85;FALSE;FALSE;"NOT-flipped"
48334;100;6;0.8;1;0.778;0.722;FALSE;FALSE;"NOT-flipped"
48492;100;6;0.8;1;0.845;0.861;FALSE;FALSE;"NOT-flipped"
48498;100;6;0.8;1;0.898;0.859;FALSE;FALSE;"NOT-flipped"
48715;100;6;0.8;1;0.872;0.867;FALSE;FALSE;"flipped"
48937;100;6;0.8;1;0.832;0.815;FALSE;FALSE;"NOT-flipped"
49042;100;6;0.8;1;0.826;0.815;FALSE;FALSE;"NOT-flipped"
49216;100;6;0.8;1;0.826;0.863;FALSE;FALSE;"flipped"
49542;100;6;0.8;1;0.874;0.821;FALSE;FALSE;"NOT-flipped"
49875;100;6;0.8;1;0.799;0.842;FALSE;FALSE;"NOT-flipped"
30279;100;6;0.8;2;0.881;0.935;FALSE;FALSE;"NOT-flipped"
30329;100;6;0.8;2;0.86;0.91;FALSE;FALSE;"NOT-flipped"
30476;100;6;0.8;2;0.849;0.886;FALSE;FALSE;"flipped"
30505;100;6;0.8;2;0.95;0.902;FALSE;FALSE;"NOT-flipped"
30764;100;6;0.8;2;0.897;0.897;FALSE;FALSE;"NOT-flipped"
31017;100;6;0.8;2;0.909;0.875;FALSE;FALSE;"NOT-flipped"
31060;100;6;0.8;2;0.756;0.833;FALSE;FALSE;"NOT-flipped"
31146;100;6;0.8;2;0.897;0.915;FALSE;FALSE;"NOT-flipped"
31453;100;6;0.8;2;0.907;0.915;FALSE;FALSE;"flipped"
31672;100;6;0.8;2;0.832;0.86;FALSE;FALSE;"NOT-flipped"
31696;100;6;0.8;2;0.94;0.912;FALSE;FALSE;"NOT-flipped"
31749;100;6;0.8;2;0.923;0.912;FALSE;FALSE;"NOT-flipped"
31910;100;6;0.8;2;0.939;0.826;FALSE;FALSE;"NOT-flipped"
32017;100;6;0.8;2;0.856;0.789;FALSE;FALSE;"NOT-flipped"
32060;100;6;0.8;2;0.923;0.848;FALSE;FALSE;"NOT-flipped"
32478;100;6;0.8;2;0.89;0.899;FALSE;FALSE;"flipped"
33064;100;6;0.8;2;0.887;0.909;FALSE;FALSE;"NOT-flipped"
33343;100;6;0.8;2;0.76;0.886;FALSE;FALSE;"flipped"
33386;100;6;0.8;2;0.921;0.891;FALSE;FALSE;"NOT-flipped"
33626;100;6;0.8;2;0.867;0.895;FALSE;FALSE;"NOT-flipped"
34460;100;6;0.8;2;0.834;0.806;FALSE;FALSE;"NOT-flipped"
34556;100;6;0.8;2;0.91;0.881;FALSE;FALSE;"NOT-flipped"
34577;100;6;0.8;2;0.813;0.876;FALSE;FALSE;"NOT-flipped"
34677;100;6;0.8;2;0.87;0.837;FALSE;FALSE;"NOT-flipped"
34696;100;6;0.8;2;0.893;0.922;FALSE;FALSE;"NOT-flipped"
34906;100;6;0.8;2;0.896;0.93;FALSE;FALSE;"NOT-flipped"
35569;100;6;0.8;2;0.859;0.893;FALSE;FALSE;"flipped"
35585;100;6;0.8;2;0.902;0.812;FALSE;FALSE;"NOT-flipped"
35647;100;6;0.8;2;0.826;0.87;FALSE;FALSE;"NOT-flipped"
35690;100;6;0.8;2;0.915;0.909;FALSE;FALSE;"flipped"
35797;100;6;0.8;2;0.92;0.892;FALSE;FALSE;"NOT-flipped"
35889;100;6;0.8;2;0.926;0.934;FALSE;FALSE;"NOT-flipped"
35991;100;6;0.8;2;0.909;0.918;FALSE;FALSE;"NOT-flipped"
36011;100;6;0.8;2;0.886;0.862;FALSE;FALSE;"NOT-flipped"
36543;100;6;0.8;2;0.885;0.895;FALSE;FALSE;"flipped"
36865;100;6;0.8;2;0.867;0.922;FALSE;FALSE;"NOT-flipped"
36945;100;6;0.8;2;0.834;0.908;FALSE;FALSE;"NOT-flipped"
36978;100;6;0.8;2;0.909;0.9;FALSE;FALSE;"NOT-flipped"
37134;100;6;0.8;2;0.904;0.891;FALSE;FALSE;"NOT-flipped"
37434;100;6;0.8;2;0.883;0.827;FALSE;FALSE;"NOT-flipped"
38571;100;6;0.8;2;0.896;0.807;FALSE;FALSE;"NOT-flipped"
38602;100;6;0.8;2;0.863;0.83;FALSE;FALSE;"NOT-flipped"
38942;100;6;0.8;2;0.956;0.905;FALSE;FALSE;"NOT-flipped"
38950;100;6;0.8;2;0.92;0.929;FALSE;FALSE;"flipped"
39671;100;6;0.8;2;0.86;0.905;FALSE;FALSE;"NOT-flipped"
39726;100;6;0.8;2;0.926;0.899;FALSE;FALSE;"NOT-flipped"
39727;100;6;0.8;2;0.938;0.905;FALSE;FALSE;"NOT-flipped"
39756;100;6;0.8;2;0.844;0.861;FALSE;FALSE;"NOT-flipped"
39800;100;6;0.8;2;0.888;0.869;FALSE;FALSE;"NOT-flipped"
39985;100;6;0.8;2;0.939;0.915;FALSE;FALSE;"NOT-flipped"
40149;100;6;0.8;2;0.891;0.901;FALSE;FALSE;"NOT-flipped"
40580;100;6;0.8;2;0.876;0.905;FALSE;FALSE;"flipped"
40691;100;6;0.8;2;0.836;0.882;FALSE;FALSE;"NOT-flipped"
40862;100;6;0.8;2;0.933;0.895;FALSE;FALSE;"NOT-flipped"
40884;100;6;0.8;2;0.899;0.898;FALSE;FALSE;"NOT-flipped"
40922;100;6;0.8;2;0.924;0.902;FALSE;FALSE;"NOT-flipped"
40960;100;6;0.8;2;0.941;0.925;FALSE;FALSE;"NOT-flipped"
41113;100;6;0.8;2;0.894;0.925;FALSE;FALSE;"flipped"
41762;100;6;0.8;2;0.887;0.873;FALSE;FALSE;"NOT-flipped"
42095;100;6;0.8;2;0.927;0.903;FALSE;FALSE;"NOT-flipped"
42332;100;6;0.8;2;0.926;0.874;FALSE;FALSE;"flipped"
42362;100;6;0.8;2;0.897;0.896;FALSE;FALSE;"NOT-flipped"
42551;100;6;0.8;2;0.932;0.918;FALSE;FALSE;"NOT-flipped"
42621;100;6;0.8;2;0.906;0.849;FALSE;FALSE;"flipped"
42801;100;6;0.8;2;0.866;0.902;FALSE;FALSE;"NOT-flipped"
43045;100;6;0.8;2;0.891;0.798;FALSE;FALSE;"NOT-flipped"
43199;100;6;0.8;2;0.886;0.892;FALSE;FALSE;"NOT-flipped"
43246;100;6;0.8;2;0.901;0.887;FALSE;FALSE;"NOT-flipped"
43374;100;6;0.8;2;0.855;0.862;FALSE;FALSE;"NOT-flipped"
43480;100;6;0.8;2;0.914;0.928;FALSE;FALSE;"NOT-flipped"
43650;100;6;0.8;2;0.881;0.842;FALSE;FALSE;"NOT-flipped"
44868;100;6;0.8;2;0.881;0.865;FALSE;FALSE;"NOT-flipped"
45644;100;6;0.8;2;0.923;0.889;FALSE;FALSE;"NOT-flipped"
46029;100;6;0.8;2;0.904;0.926;FALSE;FALSE;"NOT-flipped"
46246;100;6;0.8;2;0.859;0.835;FALSE;FALSE;"NOT-flipped"
46264;100;6;0.8;2;0.887;0.913;FALSE;FALSE;"NOT-flipped"
46440;100;6;0.8;2;0.903;0.857;FALSE;FALSE;"NOT-flipped"
46531;100;6;0.8;2;0.894;0.922;FALSE;FALSE;"flipped"
46566;100;6;0.8;2;0.921;0.947;FALSE;FALSE;"NOT-flipped"
46633;100;6;0.8;2;0.889;0.796;FALSE;FALSE;"NOT-flipped"
46801;100;6;0.8;2;0.901;0.852;FALSE;FALSE;"NOT-flipped"
46849;100;6;0.8;2;0.84;0.918;FALSE;FALSE;"NOT-flipped"
46998;100;6;0.8;2;0.878;0.89;FALSE;FALSE;"NOT-flipped"
47063;100;6;0.8;2;0.915;0.911;FALSE;FALSE;"flipped"
47358;100;6;0.8;2;0.824;0.78;FALSE;FALSE;"NOT-flipped"
47413;100;6;0.8;2;0.875;0.904;FALSE;FALSE;"NOT-flipped"
47415;100;6;0.8;2;0.889;0.869;FALSE;FALSE;"NOT-flipped"
47709;100;6;0.8;2;0.949;0.903;FALSE;FALSE;"NOT-flipped"
47917;100;6;0.8;2;0.924;0.869;FALSE;FALSE;"NOT-flipped"
48003;100;6;0.8;2;0.923;0.871;FALSE;FALSE;"flipped"
48281;100;6;0.8;2;0.881;0.889;FALSE;FALSE;"NOT-flipped"
48334;100;6;0.8;2;0.954;0.905;FALSE;FALSE;"NOT-flipped"
48492;100;6;0.8;2;0.863;0.894;FALSE;FALSE;"NOT-flipped"
48498;100;6;0.8;2;0.924;0.9;FALSE;FALSE;"NOT-flipped"
48715;100;6;0.8;2;0.846;0.886;FALSE;FALSE;"NOT-flipped"
48937;100;6;0.8;2;0.934;0.931;FALSE;FALSE;"flipped"
49042;100;6;0.8;2;0.889;0.875;FALSE;FALSE;"NOT-flipped"
49216;100;6;0.8;2;0.906;0.936;FALSE;FALSE;"NOT-flipped"
49542;100;6;0.8;2;0.892;0.85;FALSE;FALSE;"NOT-flipped"
49875;100;6;0.8;2;0.881;0.851;FALSE;FALSE;"NOT-flipped"
30279;100;6;0.8;3;0.974;0.95;FALSE;FALSE;"NOT-flipped"
30329;100;6;0.8;3;0.972;0.973;FALSE;FALSE;"NOT-flipped"
30476;100;6;0.8;3;0.956;0.967;FALSE;FALSE;"NOT-flipped"
30505;100;6;0.8;3;0.965;0.97;FALSE;FALSE;"NOT-flipped"
30764;100;6;0.8;3;0.963;0.974;FALSE;FALSE;"NOT-flipped"
31017;100;6;0.8;3;0.963;0.96;FALSE;FALSE;"NOT-flipped"
31060;100;6;0.8;3;0.958;0.964;FALSE;FALSE;"NOT-flipped"
31146;100;6;0.8;3;0.976;0.954;FALSE;FALSE;"flipped"
31453;100;6;0.8;3;0.955;0.965;FALSE;FALSE;"NOT-flipped"
31672;100;6;0.8;3;0.966;0.967;FALSE;FALSE;"NOT-flipped"
31696;100;6;0.8;3;0.967;0.961;FALSE;FALSE;"flipped"
31749;100;6;0.8;3;0.961;0.952;FALSE;FALSE;"NOT-flipped"
31910;100;6;0.8;3;0.948;0.949;FALSE;FALSE;"flipped"
32017;100;6;0.8;3;0.97;0.96;FALSE;FALSE;"NOT-flipped"
32060;100;6;0.8;3;0.932;0.964;FALSE;FALSE;"NOT-flipped"
32478;100;6;0.8;3;0.964;0.969;FALSE;FALSE;"flipped"
33064;100;6;0.8;3;0.964;0.964;FALSE;FALSE;"NOT-flipped"
33343;100;6;0.8;3;0.955;0.95;FALSE;FALSE;"flipped"
33386;100;6;0.8;3;0.944;0.955;FALSE;FALSE;"NOT-flipped"
33626;100;6;0.8;3;0.938;0.957;FALSE;FALSE;"NOT-flipped"
34460;100;6;0.8;3;0.965;0.966;FALSE;FALSE;"NOT-flipped"
34556;100;6;0.8;3;0.933;0.936;FALSE;FALSE;"NOT-flipped"
34577;100;6;0.8;3;0.962;0.972;FALSE;FALSE;"NOT-flipped"
34677;100;6;0.8;3;0.943;0.964;FALSE;FALSE;"flipped"
34696;100;6;0.8;3;0.963;0.974;FALSE;FALSE;"NOT-flipped"
34906;100;6;0.8;3;0.957;0.96;FALSE;FALSE;"NOT-flipped"
35569;100;6;0.8;3;0.959;0.949;FALSE;FALSE;"flipped"
35585;100;6;0.8;3;0.979;0.976;FALSE;FALSE;"NOT-flipped"
35647;100;6;0.8;3;0.969;0.964;FALSE;FALSE;"NOT-flipped"
35690;100;6;0.8;3;0.972;0.969;FALSE;FALSE;"NOT-flipped"
35797;100;6;0.8;3;0.968;0.957;FALSE;FALSE;"NOT-flipped"
35889;100;6;0.8;3;0.958;0.957;FALSE;FALSE;"NOT-flipped"
35991;100;6;0.8;3;0.966;0.959;FALSE;FALSE;"NOT-flipped"
36011;100;6;0.8;3;0.963;0.963;FALSE;FALSE;"NOT-flipped"
36543;100;6;0.8;3;0.964;0.956;FALSE;FALSE;"NOT-flipped"
36865;100;6;0.8;3;0.941;0.968;FALSE;FALSE;"flipped"
36945;100;6;0.8;3;0.965;0.956;FALSE;FALSE;"NOT-flipped"
36978;100;6;0.8;3;0.963;0.952;FALSE;FALSE;"NOT-flipped"
37134;100;6;0.8;3;0.964;0.976;FALSE;FALSE;"NOT-flipped"
37434;100;6;0.8;3;0.976;0.967;FALSE;FALSE;"flipped"
38571;100;6;0.8;3;0.965;0.967;FALSE;FALSE;"NOT-flipped"
38602;100;6;0.8;3;0.959;0.943;FALSE;FALSE;"NOT-flipped"
38942;100;6;0.8;3;0.956;0.962;FALSE;FALSE;"flipped"
38950;100;6;0.8;3;0.962;0.961;FALSE;FALSE;"NOT-flipped"
39671;100;6;0.8;3;0.963;0.955;FALSE;FALSE;"flipped"
39726;100;6;0.8;3;0.97;0.974;FALSE;FALSE;"NOT-flipped"
39727;100;6;0.8;3;0.964;0.951;FALSE;FALSE;"NOT-flipped"
39756;100;6;0.8;3;0.967;0.969;FALSE;FALSE;"NOT-flipped"
39800;100;6;0.8;3;0.969;0.939;FALSE;FALSE;"flipped"
39985;100;6;0.8;3;0.959;0.954;FALSE;FALSE;"flipped"
40149;100;6;0.8;3;0.973;0.939;FALSE;FALSE;"NOT-flipped"
40580;100;6;0.8;3;0.963;0.975;FALSE;FALSE;"NOT-flipped"
40691;100;6;0.8;3;0.973;0.977;FALSE;FALSE;"NOT-flipped"
40862;100;6;0.8;3;0.969;0.962;FALSE;FALSE;"NOT-flipped"
40884;100;6;0.8;3;0.969;0.96;FALSE;FALSE;"flipped"
40922;100;6;0.8;3;0.953;0.956;FALSE;FALSE;"NOT-flipped"
40960;100;6;0.8;3;0.976;0.95;FALSE;FALSE;"NOT-flipped"
41113;100;6;0.8;3;0.959;0.971;FALSE;FALSE;"NOT-flipped"
41762;100;6;0.8;3;0.951;0.959;FALSE;FALSE;"NOT-flipped"
42095;100;6;0.8;3;0.959;0.962;FALSE;FALSE;"NOT-flipped"
42332;100;6;0.8;3;0.97;0.938;FALSE;FALSE;"NOT-flipped"
42362;100;6;0.8;3;0.964;0.947;FALSE;FALSE;"NOT-flipped"
42551;100;6;0.8;3;0.953;0.953;FALSE;FALSE;"NOT-flipped"
42621;100;6;0.8;3;0.951;0.956;FALSE;FALSE;"NOT-flipped"
42801;100;6;0.8;3;0.959;0.961;FALSE;FALSE;"NOT-flipped"
43045;100;6;0.8;3;0.959;0.981;FALSE;FALSE;"flipped"
43199;100;6;0.8;3;0.942;0.933;FALSE;FALSE;"NOT-flipped"
43246;100;6;0.8;3;0.965;0.968;FALSE;FALSE;"NOT-flipped"
43374;100;6;0.8;3;0.971;0.977;FALSE;FALSE;"NOT-flipped"
43480;100;6;0.8;3;0.969;0.953;FALSE;FALSE;"NOT-flipped"
43650;100;6;0.8;3;0.962;0.964;FALSE;FALSE;"flipped"
44868;100;6;0.8;3;0.962;0.969;FALSE;FALSE;"NOT-flipped"
45644;100;6;0.8;3;0.963;0.953;FALSE;FALSE;"flipped"
46029;100;6;0.8;3;0.956;0.946;FALSE;FALSE;"NOT-flipped"
46246;100;6;0.8;3;0.959;0.954;FALSE;FALSE;"NOT-flipped"
46264;100;6;0.8;3;0.976;0.946;FALSE;FALSE;"NOT-flipped"
46440;100;6;0.8;3;0.963;0.969;FALSE;FALSE;"NOT-flipped"
46531;100;6;0.8;3;0.971;0.956;FALSE;FALSE;"NOT-flipped"
46566;100;6;0.8;3;0.974;0.975;FALSE;FALSE;"NOT-flipped"
46633;100;6;0.8;3;0.946;0.975;FALSE;FALSE;"NOT-flipped"
46801;100;6;0.8;3;0.964;0.975;FALSE;FALSE;"NOT-flipped"
46849;100;6;0.8;3;0.97;0.968;FALSE;FALSE;"NOT-flipped"
46998;100;6;0.8;3;0.952;0.977;FALSE;FALSE;"NOT-flipped"
47063;100;6;0.8;3;0.972;0.97;FALSE;FALSE;"NOT-flipped"
47358;100;6;0.8;3;0.968;0.96;FALSE;FALSE;"NOT-flipped"
47413;100;6;0.8;3;0.952;0.954;FALSE;FALSE;"NOT-flipped"
47415;100;6;0.8;3;0.975;0.965;FALSE;FALSE;"NOT-flipped"
47709;100;6;0.8;3;0.965;0.962;FALSE;FALSE;"NOT-flipped"
47917;100;6;0.8;3;0.945;0.962;FALSE;FALSE;"NOT-flipped"
48003;100;6;0.8;3;0.964;0.958;FALSE;FALSE;"NOT-flipped"
48281;100;6;0.8;3;0.949;0.965;FALSE;FALSE;"flipped"
48334;100;6;0.8;3;0.947;0.966;FALSE;FALSE;"NOT-flipped"
48492;100;6;0.8;3;0.958;0.958;FALSE;FALSE;"NOT-flipped"
48498;100;6;0.8;3;0.973;0.978;FALSE;FALSE;"NOT-flipped"
48715;100;6;0.8;3;0.952;0.975;FALSE;FALSE;"NOT-flipped"
48937;100;6;0.8;3;0.964;0.954;FALSE;FALSE;"NOT-flipped"
49042;100;6;0.8;3;0.967;0.969;FALSE;FALSE;"NOT-flipped"
49216;100;6;0.8;3;0.971;0.966;FALSE;FALSE;"NOT-flipped"
49542;100;6;0.8;3;0.952;0.966;FALSE;FALSE;"NOT-flipped"
49875;100;6;0.8;3;0.962;0.951;FALSE;FALSE;"NOT-flipped"
30279;300;10;0;1;0.856;0.857;FALSE;FALSE;"NOT-flipped"
30329;300;10;0;1;0.891;0.893;FALSE;FALSE;"NOT-flipped"
30476;300;10;0;1;0.91;0.894;FALSE;FALSE;"NOT-flipped"
30505;300;10;0;1;0.897;0.885;FALSE;FALSE;"NOT-flipped"
30764;300;10;0;1;0.896;0.892;FALSE;FALSE;"flipped"
31017;300;10;0;1;0.878;0.911;FALSE;FALSE;"NOT-flipped"
31060;300;10;0;1;0.913;0.882;FALSE;FALSE;"NOT-flipped"
31146;300;10;0;1;0.903;0.889;FALSE;FALSE;"NOT-flipped"
31453;300;10;0;1;0.878;0.874;FALSE;FALSE;"NOT-flipped"
31672;300;10;0;1;0.882;0.874;FALSE;FALSE;"NOT-flipped"
31696;300;10;0;1;0.911;0.873;FALSE;FALSE;"NOT-flipped"
31749;300;10;0;1;0.879;0.875;FALSE;FALSE;"NOT-flipped"
31910;300;10;0;1;0.87;0.875;FALSE;FALSE;"NOT-flipped"
32017;300;10;0;1;0.902;0.896;FALSE;FALSE;"flipped"
32060;300;10;0;1;0.896;0.886;FALSE;FALSE;"NOT-flipped"
32478;300;10;0;1;0.861;0.873;FALSE;FALSE;"NOT-flipped"
33064;300;10;0;1;0.89;0.889;FALSE;FALSE;"NOT-flipped"
33343;300;10;0;1;0.891;0.886;FALSE;FALSE;"NOT-flipped"
33386;300;10;0;1;0.89;0.866;FALSE;FALSE;"NOT-flipped"
33626;300;10;0;1;0.908;0.904;FALSE;FALSE;"NOT-flipped"
34460;300;10;0;1;0.867;0.889;FALSE;FALSE;"NOT-flipped"
34556;300;10;0;1;0.863;0.873;FALSE;FALSE;"flipped"
34577;300;10;0;1;0.881;0.847;FALSE;FALSE;"NOT-flipped"
34677;300;10;0;1;0.857;0.9;FALSE;FALSE;"NOT-flipped"
34696;300;10;0;1;0.901;0.891;FALSE;FALSE;"flipped"
34906;300;10;0;1;0.893;0.9;FALSE;FALSE;"NOT-flipped"
35569;300;10;0;1;0.89;0.852;FALSE;FALSE;"NOT-flipped"
35585;300;10;0;1;0.874;0.878;FALSE;FALSE;"NOT-flipped"
35647;300;10;0;1;0.895;0.882;FALSE;FALSE;"flipped"
35690;300;10;0;1;0.895;0.896;FALSE;FALSE;"NOT-flipped"
35797;300;10;0;1;0.864;0.882;FALSE;FALSE;"NOT-flipped"
35889;300;10;0;1;0.875;0.898;FALSE;FALSE;"flipped"
35991;300;10;0;1;0.897;0.886;FALSE;FALSE;"NOT-flipped"
36011;300;10;0;1;0.885;0.881;FALSE;FALSE;"NOT-flipped"
36543;300;10;0;1;0.903;0.865;FALSE;FALSE;"NOT-flipped"
36865;300;10;0;1;0.893;0.894;FALSE;FALSE;"NOT-flipped"
36945;300;10;0;1;0.901;0.874;FALSE;FALSE;"NOT-flipped"
36978;300;10;0;1;0.909;0.847;FALSE;FALSE;"NOT-flipped"
37134;300;10;0;1;0.89;0.877;FALSE;FALSE;"NOT-flipped"
37434;300;10;0;1;0.861;0.886;FALSE;FALSE;"NOT-flipped"
38571;300;10;0;1;0.882;0.879;FALSE;FALSE;"NOT-flipped"
38602;300;10;0;1;0.904;0.845;FALSE;FALSE;"NOT-flipped"
38942;300;10;0;1;0.9;0.892;FALSE;FALSE;"NOT-flipped"
38950;300;10;0;1;0.914;0.891;FALSE;FALSE;"NOT-flipped"
39671;300;10;0;1;0.848;0.892;FALSE;FALSE;"NOT-flipped"
39726;300;10;0;1;0.874;0.85;FALSE;FALSE;"NOT-flipped"
39727;300;10;0;1;0.875;0.893;FALSE;FALSE;"NOT-flipped"
39756;300;10;0;1;0.889;0.904;FALSE;FALSE;"NOT-flipped"
39800;300;10;0;1;0.884;0.865;FALSE;FALSE;"NOT-flipped"
39985;300;10;0;1;0.888;0.858;FALSE;FALSE;"NOT-flipped"
40149;300;10;0;1;0.883;0.885;FALSE;FALSE;"NOT-flipped"
40580;300;10;0;1;0.905;0.895;FALSE;FALSE;"flipped"
40691;300;10;0;1;0.844;0.892;FALSE;FALSE;"NOT-flipped"
40862;300;10;0;1;0.894;0.913;FALSE;FALSE;"NOT-flipped"
40884;300;10;0;1;0.864;0.908;FALSE;FALSE;"NOT-flipped"
40922;300;10;0;1;0.87;0.893;FALSE;FALSE;"NOT-flipped"
40960;300;10;0;1;0.917;0.898;FALSE;FALSE;"NOT-flipped"
41113;300;10;0;1;0.905;0.9;FALSE;FALSE;"NOT-flipped"
41762;300;10;0;1;0.906;0.896;FALSE;FALSE;"NOT-flipped"
42095;300;10;0;1;0.903;0.861;FALSE;FALSE;"NOT-flipped"
42332;300;10;0;1;0.895;0.85;FALSE;FALSE;"NOT-flipped"
42362;300;10;0;1;0.847;0.89;FALSE;FALSE;"NOT-flipped"
42551;300;10;0;1;0.894;0.89;FALSE;FALSE;"NOT-flipped"
42621;300;10;0;1;0.9;0.897;FALSE;FALSE;"NOT-flipped"
42801;300;10;0;1;0.833;0.896;FALSE;FALSE;"NOT-flipped"
