"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
19807;100;16;0.8;2;2;0.891;0.891;FALSE;FALSE;"NOT-flipped"
2086;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;100;16;0.8;2;2;0.903;0.899;FALSE;FALSE;"NOT-flipped"
2558;100;16;0.8;2;2;0.867;0.921;FALSE;FALSE;"NOT-flipped"
2598;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;100;16;0.8;2;2;0.892;0.906;FALSE;FALSE;"NOT-flipped"
2922;100;16;0.8;2;2;0.868;0.91;FALSE;FALSE;"NOT-flipped"
2961;100;16;0.8;2;2;0.9;0.911;FALSE;FALSE;"NOT-flipped"
3416;100;16;0.8;2;2;0.901;0.934;FALSE;FALSE;"NOT-flipped"
3442;100;16;0.8;2;2;0.898;0.858;FALSE;FALSE;"NOT-flipped"
3569;100;16;0.8;2;2;0.912;0.867;FALSE;FALSE;"NOT-flipped"
3981;100;16;0.8;2;2;0.9;0.923;FALSE;FALSE;"NOT-flipped"
4156;100;16;0.8;2;2;0.912;0.893;FALSE;FALSE;"NOT-flipped"
4240;100;16;0.8;2;2;0.865;0.919;FALSE;FALSE;"NOT-flipped"
4265;100;16;0.8;2;2;0.888;0.898;FALSE;FALSE;"NOT-flipped"
4365;100;16;0.8;2;2;0.912;0.936;FALSE;FALSE;"NOT-flipped"
4414;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;100;16;0.8;2;2;0.918;0.844;FALSE;FALSE;"NOT-flipped"
5788;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;100;16;0.8;2;2;0.888;0.893;FALSE;FALSE;"NOT-flipped"
6846;100;16;0.8;2;2;0.911;0.914;FALSE;FALSE;"NOT-flipped"
6884;100;16;0.8;2;2;0.906;0.899;FALSE;FALSE;"NOT-flipped"
7029;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;100;16;0.8;2;2;0.893;0.913;FALSE;FALSE;"NOT-flipped"
7195;100;16;0.8;2;2;0.919;0.931;FALSE;FALSE;"NOT-flipped"
7412;100;16;0.8;2;2;0.918;0.92;FALSE;FALSE;"NOT-flipped"
7466;100;16;0.8;2;2;0.922;0.91;FALSE;FALSE;"NOT-flipped"
7495;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;16;0.8;2;2;0.928;0.904;FALSE;FALSE;"NOT-flipped"
7936;100;16;0.8;2;2;0.912;0.906;FALSE;FALSE;"NOT-flipped"
8100;100;16;0.8;2;2;0.868;0.906;FALSE;FALSE;"NOT-flipped"
8135;100;16;0.8;2;2;0.892;0.9;FALSE;FALSE;"NOT-flipped"
8255;100;16;0.8;2;2;0.928;0.881;FALSE;FALSE;"NOT-flipped"
8550;100;16;0.8;2;2;0.916;0.93;FALSE;FALSE;"NOT-flipped"
8564;100;16;0.8;2;2;0.925;0.906;FALSE;FALSE;"NOT-flipped"
8738;100;16;0.8;2;2;0.935;0.92;FALSE;FALSE;"NOT-flipped"
8767;100;16;0.8;2;2;0.892;0.907;FALSE;FALSE;"NOT-flipped"
8927;100;16;0.8;2;2;0.896;0.868;FALSE;FALSE;"NOT-flipped"
9532;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;100;16;0.8;2;2;0.863;0.833;FALSE;FALSE;"NOT-flipped"
9678;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;100;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;100;16;0.8;3;1;0.708;0.74;FALSE;FALSE;"NOT-flipped"
10069;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;100;16;0.8;3;1;0.716;0.775;FALSE;FALSE;"NOT-flipped"
10244;100;16;0.8;3;1;0.738;0.775;FALSE;FALSE;"NOT-flipped"
10850;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;100;16;0.8;3;1;0.703;0.718;FALSE;FALSE;"NOT-flipped"
11098;100;16;0.8;3;1;0.703;0.724;FALSE;FALSE;"NOT-flipped"
11471;100;16;0.8;3;1;0.655;0.703;FALSE;FALSE;"NOT-flipped"
1150;100;16;0.8;3;1;0.689;0.738;FALSE;FALSE;"NOT-flipped"
11771;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;100;16;0.8;3;1;0.667;0.703;FALSE;FALSE;"NOT-flipped"
12599;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;100;16;0.8;3;1;0.668;0.745;FALSE;FALSE;"NOT-flipped"
12934;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;100;16;0.8;3;1;0.659;0.703;FALSE;FALSE;"NOT-flipped"
13213;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;100;16;0.8;3;1;0.686;0.712;FALSE;FALSE;"NOT-flipped"
1361;100;16;0.8;3;1;0.704;0.756;FALSE;FALSE;"NOT-flipped"
13728;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;100;16;0.8;3;1;0.691;0.672;FALSE;FALSE;"NOT-flipped"
13810;100;16;0.8;3;1;0.657;0.741;FALSE;FALSE;"NOT-flipped"
1395;100;16;0.8;3;1;0.678;0.657;FALSE;FALSE;"NOT-flipped"
14042;100;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
14687;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;100;16;0.8;3;1;0.664;0.698;FALSE;FALSE;"NOT-flipped"
14857;100;16;0.8;3;1;0.683;0.69;FALSE;FALSE;"NOT-flipped"
14984;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;100;16;0.8;3;1;0.659;0.579;FALSE;FALSE;"NOT-flipped"
15732;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;100;16;0.8;3;1;0.693;0.695;FALSE;FALSE;"NOT-flipped"
16434;100;16;0.8;3;1;0.755;0.694;FALSE;FALSE;"NOT-flipped"
1667;100;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
16924;100;16;0.8;3;1;0.726;0.747;FALSE;FALSE;"NOT-flipped"
17347;100;16;0.8;3;1;0.764;0.832;FALSE;FALSE;"NOT-flipped"
17718;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;100;16;0.8;3;1;0.594;0.771;FALSE;FALSE;"NOT-flipped"
18131;100;16;0.8;3;1;0.706;0.722;FALSE;FALSE;"NOT-flipped"
18172;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;100;16;0.8;3;1;0.655;0.709;FALSE;FALSE;"NOT-flipped"
18434;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;100;16;0.8;3;1;0.726;0.676;FALSE;FALSE;"NOT-flipped"
19019;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;100;16;0.8;3;1;0.73;0.645;FALSE;FALSE;"NOT-flipped"
1955;100;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
19606;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;100;16;0.8;3;1;0.689;0.774;FALSE;FALSE;"NOT-flipped"
19807;100;16;0.8;3;1;0.802;0.771;FALSE;FALSE;"NOT-flipped"
2086;100;16;0.8;3;1;0.758;0.663;FALSE;FALSE;"NOT-flipped"
2358;100;16;0.8;3;1;0.711;0.671;FALSE;FALSE;"NOT-flipped"
2558;100;16;0.8;3;1;0.739;0.784;FALSE;FALSE;"NOT-flipped"
2598;100;16;0.8;3;1;0.751;0.778;FALSE;FALSE;"NOT-flipped"
2655;100;16;0.8;3;1;0.707;0.725;FALSE;FALSE;"NOT-flipped"
2675;100;16;0.8;3;1;0.738;0.695;FALSE;FALSE;"NOT-flipped"
2922;100;16;0.8;3;1;0.692;0.745;FALSE;FALSE;"NOT-flipped"
2961;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;100;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
3569;100;16;0.8;3;1;0.758;0.723;FALSE;FALSE;"NOT-flipped"
3981;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;100;16;0.8;3;1;0.681;0.685;FALSE;FALSE;"NOT-flipped"
4240;100;16;0.8;3;1;0.69;0.693;FALSE;FALSE;"NOT-flipped"
4265;100;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
4365;100;16;0.8;3;1;0.649;0.672;FALSE;FALSE;"NOT-flipped"
4414;100;16;0.8;3;1;0.722;0.748;FALSE;FALSE;"NOT-flipped"
4941;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;100;16;0.8;3;1;0.713;0.662;FALSE;FALSE;"NOT-flipped"
6518;100;16;0.8;3;1;0.668;0.757;FALSE;FALSE;"NOT-flipped"
6846;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;16;0.8;3;1;0.674;0.708;FALSE;FALSE;"NOT-flipped"
7029;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;100;16;0.8;3;1;0.668;0.723;FALSE;FALSE;"NOT-flipped"
7495;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;100;16;0.8;3;1;0.718;0.735;FALSE;FALSE;"NOT-flipped"
8100;100;16;0.8;3;1;0.777;0.755;FALSE;FALSE;"NOT-flipped"
8135;100;16;0.8;3;1;0.732;0.73;FALSE;FALSE;"NOT-flipped"
8255;100;16;0.8;3;1;0.732;0.692;FALSE;FALSE;"NOT-flipped"
8550;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;100;16;0.8;3;1;0.753;0.691;FALSE;FALSE;"NOT-flipped"
8767;100;16;0.8;3;1;0.629;0.7;FALSE;FALSE;"NOT-flipped"
8927;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;100;16;0.8;3;1;0.744;0.619;FALSE;FALSE;"NOT-flipped"
9678;100;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;100;16;0.8;3;1;0.711;0.653;FALSE;FALSE;"NOT-flipped"
10023;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;100;16;0.8;3;2;0.892;0.903;FALSE;FALSE;"NOT-flipped"
10935;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;100;16;0.8;3;2;0.878;0.864;FALSE;FALSE;"NOT-flipped"
11471;100;16;0.8;3;2;0.872;0.884;FALSE;FALSE;"NOT-flipped"
1150;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;100;16;0.8;3;2;0.88;0.917;FALSE;FALSE;"NOT-flipped"
12599;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;100;16;0.8;3;2;0.859;0.874;FALSE;FALSE;"NOT-flipped"
12967;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;16;0.8;3;2;0.908;0.886;FALSE;FALSE;"NOT-flipped"
13109;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;16;0.8;3;2;0.855;0.871;FALSE;FALSE;"NOT-flipped"
13374;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14042;100;16;0.8;3;2;0.856;0.893;FALSE;FALSE;"NOT-flipped"
14687;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;100;16;0.8;3;2;0.847;0.867;FALSE;FALSE;"NOT-flipped"
14800;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;100;16;0.8;3;2;0.875;0.918;FALSE;FALSE;"NOT-flipped"
15807;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;100;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18172;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;100;16;0.8;3;2;0.867;0.848;FALSE;FALSE;"NOT-flipped"
18293;100;16;0.8;3;2;0.87;0.918;FALSE;FALSE;"NOT-flipped"
18434;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;100;16;0.8;3;2;0.868;0.872;FALSE;FALSE;"NOT-flipped"
19019;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;100;16;0.8;3;2;0.879;0.896;FALSE;FALSE;"NOT-flipped"
19404;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;100;16;0.8;3;2;0.851;0.913;FALSE;FALSE;"NOT-flipped"
2358;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;100;16;0.8;3;2;0.898;0.867;FALSE;FALSE;"NOT-flipped"
2675;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;100;16;0.8;3;2;0.871;0.926;FALSE;FALSE;"NOT-flipped"
3981;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;100;16;0.8;3;2;0.887;0.879;FALSE;FALSE;"NOT-flipped"
4265;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4365;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;100;16;0.8;3;2;0.89;0.897;FALSE;FALSE;"NOT-flipped"
5788;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;100;16;0.8;3;2;0.893;0.904;FALSE;FALSE;"NOT-flipped"
7195;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;16;0.8;3;2;0.867;0.894;FALSE;FALSE;"NOT-flipped"
7936;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;100;16;0.8;3;2;0.852;0.892;FALSE;FALSE;"NOT-flipped"
8135;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;100;16;0.8;3;2;0.854;0.898;FALSE;FALSE;"NOT-flipped"
9607;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;100;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10069;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;100;6;0;1;1;0.552;0.508;FALSE;FALSE;"NOT-flipped"
10244;100;6;0;1;1;0.692;0.614;FALSE;FALSE;"NOT-flipped"
10850;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11098;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11471;100;6;0;1;1;0.701;0.614;FALSE;FALSE;"NOT-flipped"
1150;100;6;0;1;1;0.486;0.574;FALSE;FALSE;"NOT-flipped"
11771;100;6;0;1;1;0.663;0.478;FALSE;FALSE;"NOT-flipped"
12519;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12895;100;6;0;1;1;0.621;0.387;FALSE;FALSE;"NOT-flipped"
12934;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;100;6;0;1;1;0.596;0.648;FALSE;FALSE;"NOT-flipped"
13109;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13374;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;100;6;0;1;1;0.699;0.471;FALSE;FALSE;"NOT-flipped"
13543;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;100;6;0;1;1;0.681;0.378;FALSE;FALSE;"NOT-flipped"
1395;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14042;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14687;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;100;6;0;1;1;0.537;0.559;FALSE;FALSE;"NOT-flipped"
14857;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;100;6;0;1;1;0.603;0.512;FALSE;FALSE;"NOT-flipped"
15487;100;6;0;1;1;0.582;0.575;FALSE;FALSE;"NOT-flipped"
15732;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;100;6;0;1;1;0.519;0.611;FALSE;FALSE;"NOT-flipped"
16409;100;6;0;1;1;0.457;0.665;FALSE;FALSE;"NOT-flipped"
16434;100;6;0;1;1;0.454;0.562;FALSE;FALSE;"NOT-flipped"
1667;100;6;0;1;1;0.514;0.388;FALSE;FALSE;"NOT-flipped"
16924;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;100;6;0;1;1;0.467;0.534;FALSE;FALSE;"NOT-flipped"
17718;100;6;0;1;1;0.596;0.547;FALSE;FALSE;"NOT-flipped"
17746;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;100;6;0;1;1;0.456;0.524;FALSE;FALSE;"NOT-flipped"
18172;100;6;0;1;1;0.545;0.587;FALSE;FALSE;"NOT-flipped"
18267;100;6;0;1;1;0.588;0.583;FALSE;FALSE;"NOT-flipped"
18293;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18434;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;100;6;0;1;1;0.587;0.391;FALSE;FALSE;"NOT-flipped"
19037;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;100;6;0;1;1;0.601;0.574;FALSE;FALSE;"NOT-flipped"
19637;100;6;0;1;1;0.5;0.612;FALSE;FALSE;"NOT-flipped"
19807;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;100;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2961;100;6;0;1;1;0.508;0.571;FALSE;FALSE;"NOT-flipped"
3416;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;100;6;0;1;1;0.538;0.484;FALSE;FALSE;"NOT-flipped"
3569;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;100;6;0;1;1;0.594;0.469;FALSE;FALSE;"NOT-flipped"
4240;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;100;6;0;1;1;0.572;0.612;FALSE;FALSE;"NOT-flipped"
4365;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;100;6;0;1;1;0.418;0.52;FALSE;FALSE;"NOT-flipped"
4941;100;6;0;1;1;0.561;0.457;FALSE;FALSE;"NOT-flipped"
5788;100;6;0;1;1;0.525;0.584;FALSE;FALSE;"NOT-flipped"
6518;100;6;0;1;1;0.428;0.61;FALSE;FALSE;"NOT-flipped"
6846;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;100;6;0;1;1;0.535;0.496;FALSE;FALSE;"NOT-flipped"
7029;100;6;0;1;1;0.716;0.728;FALSE;FALSE;"NOT-flipped"
7146;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;100;6;0;1;1;0.342;0.462;FALSE;FALSE;"NOT-flipped"
7936;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;100;6;0;1;1;0.58;0.596;FALSE;FALSE;"NOT-flipped"
8550;100;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;100;6;0;1;1;0.564;0.518;FALSE;FALSE;"NOT-flipped"
8738;100;6;0;1;1;0.548;0.514;FALSE;FALSE;"NOT-flipped"
