"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
18293;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;3000;6;0.8;3;1;0.66;0.673;FALSE;FALSE;"NOT-flipped"
1955;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;3000;6;0.8;3;1;0.684;0.635;FALSE;FALSE;"NOT-flipped"
2358;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;3000;6;0.8;3;1;0.659;0.648;FALSE;FALSE;"NOT-flipped"
2598;3000;6;0.8;3;1;0.536;0.625;FALSE;FALSE;"NOT-flipped"
2655;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;3000;6;0.8;3;1;0.54;0.596;FALSE;FALSE;"NOT-flipped"
3416;3000;6;0.8;3;1;0.678;0.69;FALSE;FALSE;"NOT-flipped"
3442;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;3000;6;0.8;3;1;0.682;0.636;FALSE;FALSE;"NOT-flipped"
3981;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;3000;6;0.8;3;1;0.413;0.565;FALSE;FALSE;"NOT-flipped"
4365;3000;6;0.8;3;1;0.689;0.695;FALSE;FALSE;"NOT-flipped"
4414;3000;6;0.8;3;1;0.639;0.641;FALSE;FALSE;"NOT-flipped"
4941;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;3000;6;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
7412;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;3000;6;0.8;3;1;0.587;0.662;FALSE;FALSE;"NOT-flipped"
7495;3000;6;0.8;3;1;0.649;0.59;FALSE;FALSE;"NOT-flipped"
7849;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;3000;6;0.8;3;1;0.602;0.659;FALSE;FALSE;"NOT-flipped"
8100;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;3000;6;0.8;3;1;0.448;0.619;FALSE;FALSE;"NOT-flipped"
8927;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;3000;6;0.8;3;1;0.686;0.649;FALSE;FALSE;"NOT-flipped"
9607;3000;6;0.8;3;1;0.585;0.449;FALSE;FALSE;"NOT-flipped"
9678;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;3000;6;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;3000;6;0.8;3;2;0.846;0.852;FALSE;FALSE;"NOT-flipped"
10216;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;3000;6;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
10850;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;3000;6;0.8;3;2;0.847;0.84;FALSE;FALSE;"NOT-flipped"
11098;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;3000;6;0.8;3;2;0.849;0.859;FALSE;FALSE;"NOT-flipped"
11771;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;3000;6;0.8;3;2;0.84;0.851;FALSE;FALSE;"NOT-flipped"
12895;3000;6;0.8;3;2;0.864;0.861;FALSE;FALSE;"NOT-flipped"
12934;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;3000;6;0.8;3;2;0.852;0.858;FALSE;FALSE;"NOT-flipped"
13109;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;3000;6;0.8;3;2;0.851;0.855;FALSE;FALSE;"NOT-flipped"
13246;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;3000;6;0.8;3;2;0.844;0.854;FALSE;FALSE;"NOT-flipped"
13495;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;3000;6;0.8;3;2;0.844;0.853;FALSE;FALSE;"NOT-flipped"
13728;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;3000;6;0.8;3;2;0.841;0.835;FALSE;FALSE;"NOT-flipped"
1395;3000;6;0.8;3;2;0.845;0.844;FALSE;FALSE;"NOT-flipped"
14042;3000;6;0.8;3;2;0.85;0.849;FALSE;FALSE;"NOT-flipped"
14687;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;3000;6;0.8;3;2;0.847;0.861;FALSE;FALSE;"NOT-flipped"
14800;3000;6;0.8;3;2;0.852;0.857;FALSE;FALSE;"NOT-flipped"
14857;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;3000;6;0.8;3;2;0.841;0.856;FALSE;FALSE;"NOT-flipped"
17347;3000;6;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
17718;3000;6;0.8;3;2;0.842;0.846;FALSE;FALSE;"NOT-flipped"
17746;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;3000;6;0.8;3;2;0.852;0.845;FALSE;FALSE;"NOT-flipped"
18172;3000;6;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18267;3000;6;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18293;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;3000;6;0.8;3;2;0.858;0.853;FALSE;FALSE;"NOT-flipped"
19019;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;3000;6;0.8;3;2;0.85;0.851;FALSE;FALSE;"NOT-flipped"
2598;3000;6;0.8;3;2;0.856;0.847;FALSE;FALSE;"NOT-flipped"
2655;3000;6;0.8;3;2;0.852;0.849;FALSE;FALSE;"NOT-flipped"
2675;3000;6;0.8;3;2;0.843;0.852;FALSE;FALSE;"NOT-flipped"
2922;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;3000;6;0.8;3;2;0.835;0.844;FALSE;FALSE;"NOT-flipped"
3416;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;3000;6;0.8;3;2;0.844;0.847;FALSE;FALSE;"NOT-flipped"
4240;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;3000;6;0.8;3;2;0.843;0.85;FALSE;FALSE;"NOT-flipped"
4365;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;3000;6;0.8;3;2;0.849;0.851;FALSE;FALSE;"NOT-flipped"
4941;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;3000;6;0.8;3;2;0.858;0.855;FALSE;FALSE;"NOT-flipped"
6884;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;3000;6;0.8;3;2;0.853;0.843;FALSE;FALSE;"NOT-flipped"
7495;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;3000;6;0.8;3;2;0.848;0.852;FALSE;FALSE;"NOT-flipped"
7936;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;3000;6;0.8;3;2;0.846;0.852;FALSE;FALSE;"NOT-flipped"
8135;3000;6;0.8;3;2;0.845;0.845;FALSE;FALSE;"NOT-flipped"
8255;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;3000;6;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;50;10;0;1;1;0.6;0.597;FALSE;FALSE;"NOT-flipped"
10069;50;10;0;1;1;0.427;0.554;FALSE;FALSE;"NOT-flipped"
10216;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;50;10;0;1;1;0.688;0.625;FALSE;FALSE;"NOT-flipped"
10850;50;10;0;1;1;0.685;0.639;FALSE;FALSE;"NOT-flipped"
10935;50;10;0;1;1;0.707;0.642;FALSE;FALSE;"NOT-flipped"
11098;50;10;0;1;1;0.597;0.584;FALSE;FALSE;"NOT-flipped"
11471;50;10;0;1;1;0.602;0.772;FALSE;FALSE;"NOT-flipped"
1150;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;50;10;0;1;1;0.701;0.555;FALSE;FALSE;"NOT-flipped"
12519;50;10;0;1;1;0.587;0.809;FALSE;FALSE;"NOT-flipped"
12599;50;10;0;1;1;0.565;0.783;FALSE;FALSE;"NOT-flipped"
1273;50;10;0;1;1;0.499;0.557;FALSE;FALSE;"NOT-flipped"
12895;50;10;0;1;1;0.712;0.057;FALSE;FALSE;"NOT-flipped"
12934;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;50;10;0;1;1;0.534;0.629;FALSE;FALSE;"NOT-flipped"
13543;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;50;10;0;1;1;0.477;0.616;FALSE;FALSE;"NOT-flipped"
13728;50;10;0;1;1;0.563;0.603;FALSE;FALSE;"NOT-flipped"
13759;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14042;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;50;10;0;1;1;0.595;0.683;FALSE;FALSE;"NOT-flipped"
14800;50;10;0;1;1;0.698;0.46;FALSE;FALSE;"NOT-flipped"
14857;50;10;0;1;1;0.796;0.523;FALSE;FALSE;"NOT-flipped"
14984;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;50;10;0;1;1;0.793;0.639;FALSE;FALSE;"NOT-flipped"
15732;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;50;10;0;1;1;0.707;0.599;FALSE;FALSE;"NOT-flipped"
16409;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;50;10;0;1;1;0.584;0.57;FALSE;FALSE;"NOT-flipped"
17718;50;10;0;1;1;0.534;0.508;FALSE;FALSE;"NOT-flipped"
17746;50;10;0;1;1;0.578;0.606;FALSE;FALSE;"NOT-flipped"
18131;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18172;50;10;0;1;1;0.737;0.713;FALSE;FALSE;"NOT-flipped"
18267;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;50;10;0;1;1;0.601;0.217;FALSE;FALSE;"NOT-flipped"
18434;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;50;10;0;1;1;0.685;0.621;FALSE;FALSE;"NOT-flipped"
1955;50;10;0;1;1;0.677;0.551;FALSE;FALSE;"NOT-flipped"
19606;50;10;0;1;1;0.688;0.633;FALSE;FALSE;"NOT-flipped"
19637;50;10;0;1;1;0.594;0.738;FALSE;FALSE;"NOT-flipped"
19807;50;10;0;1;1;0.702;0.544;FALSE;FALSE;"NOT-flipped"
2086;50;10;0;1;1;0.61;0.447;FALSE;FALSE;"NOT-flipped"
2358;50;10;0;1;1;0.537;0.527;FALSE;FALSE;"NOT-flipped"
2558;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;50;10;0;1;1;0.352;0.614;FALSE;FALSE;"NOT-flipped"
2655;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;50;10;0;1;1;0.65;0.718;FALSE;FALSE;"NOT-flipped"
2922;50;10;0;1;1;0.607;0.696;FALSE;FALSE;"NOT-flipped"
2961;50;10;0;1;1;0.735;0.482;FALSE;FALSE;"NOT-flipped"
3416;50;10;0;1;1;0.641;0.552;FALSE;FALSE;"NOT-flipped"
3442;50;10;0;1;1;0.687;0.443;FALSE;FALSE;"NOT-flipped"
3569;50;10;0;1;1;0.543;0.546;FALSE;FALSE;"NOT-flipped"
3981;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;50;10;0;1;1;0.596;0.811;FALSE;FALSE;"NOT-flipped"
4265;50;10;0;1;1;0.725;0.727;FALSE;FALSE;"NOT-flipped"
4365;50;10;0;1;1;0.665;0.517;FALSE;FALSE;"NOT-flipped"
4414;50;10;0;1;1;0.568;0.695;FALSE;FALSE;"NOT-flipped"
4941;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;50;10;0;1;1;0.549;0.32;FALSE;FALSE;"NOT-flipped"
6846;50;10;0;1;1;0.587;0.696;FALSE;FALSE;"NOT-flipped"
6884;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;50;10;0;1;1;0.744;0.703;FALSE;FALSE;"NOT-flipped"
7849;50;10;0;1;1;0.483;0.7;FALSE;FALSE;"NOT-flipped"
7936;50;10;0;1;1;0.346;0.632;FALSE;FALSE;"NOT-flipped"
8100;50;10;0;1;1;0.601;0.293;FALSE;FALSE;"NOT-flipped"
8135;50;10;0;1;1;0.629;0.69;FALSE;FALSE;"NOT-flipped"
8255;50;10;0;1;1;0.71;0.678;FALSE;FALSE;"NOT-flipped"
8550;50;10;0;1;1;0.634;0.604;FALSE;FALSE;"NOT-flipped"
8564;50;10;0;1;1;0.548;0.506;FALSE;FALSE;"NOT-flipped"
8738;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;50;10;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;50;10;0;1;1;0.705;0.557;FALSE;FALSE;"NOT-flipped"
9532;50;10;0;1;1;0.518;0.591;FALSE;FALSE;"NOT-flipped"
9607;50;10;0;1;1;0.666;0.594;FALSE;FALSE;"NOT-flipped"
9678;50;10;0;1;1;0.63;0.685;FALSE;FALSE;"NOT-flipped"
9970;50;10;0;1;1;0.523;0.699;FALSE;FALSE;"NOT-flipped"
10023;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;50;10;0;1;2;0.782;0.761;FALSE;FALSE;"NOT-flipped"
10216;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;50;10;0;1;2;0.82;0.832;FALSE;FALSE;"NOT-flipped"
10850;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;50;10;0;1;2;0.759;0.792;FALSE;FALSE;"NOT-flipped"
11098;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;50;10;0;1;2;0.817;0.902;FALSE;FALSE;"NOT-flipped"
1150;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;50;10;0;1;2;0.801;0.862;FALSE;FALSE;"NOT-flipped"
12519;50;10;0;1;2;0.673;0.831;FALSE;FALSE;"NOT-flipped"
12599;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;50;10;0;1;2;0.843;0.683;FALSE;FALSE;"NOT-flipped"
12895;50;10;0;1;2;NA;NA;TRUE;TRUE;"NOT-IMP"
12934;50;10;0;1;2;0.804;0.838;FALSE;FALSE;"NOT-flipped"
12967;50;10;0;1;2;0.863;0.838;FALSE;FALSE;"NOT-flipped"
1298;50;10;0;1;2;0.79;0.875;FALSE;FALSE;"NOT-flipped"
13109;50;10;0;1;2;0.805;0.854;FALSE;FALSE;"NOT-flipped"
13110;50;10;0;1;2;0.694;0.756;FALSE;FALSE;"NOT-flipped"
13213;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;50;10;0;1;2;0.858;0.78;FALSE;FALSE;"NOT-flipped"
13495;50;10;0;1;2;0.793;0.766;FALSE;FALSE;"NOT-flipped"
13543;50;10;0;1;2;0.724;0.812;FALSE;FALSE;"NOT-flipped"
1361;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;50;10;0;1;2;0.812;0.777;FALSE;FALSE;"NOT-flipped"
13759;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;50;10;0;1;2;0.855;0.867;FALSE;FALSE;"NOT-flipped"
1395;50;10;0;1;2;0.674;0.853;FALSE;FALSE;"NOT-flipped"
14042;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;50;10;0;1;2;0.83;0.864;FALSE;FALSE;"NOT-flipped"
14800;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;50;10;0;1;2;0.814;0.818;FALSE;FALSE;"NOT-flipped"
14984;50;10;0;1;2;0.853;0.788;FALSE;FALSE;"NOT-flipped"
15487;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;50;10;0;1;2;0.822;0.784;FALSE;FALSE;"NOT-flipped"
15807;50;10;0;1;2;0.72;0.858;FALSE;FALSE;"NOT-flipped"
16409;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;50;10;0;1;2;0.78;0.8;FALSE;FALSE;"NOT-flipped"
1667;50;10;0;1;2;0.895;0.773;FALSE;FALSE;"NOT-flipped"
16924;50;10;0;1;2;0.872;0.83;FALSE;FALSE;"NOT-flipped"
17347;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;50;10;0;1;2;0.788;0.851;FALSE;FALSE;"NOT-flipped"
17746;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;50;10;0;1;2;0.764;0.819;FALSE;FALSE;"NOT-flipped"
18172;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;50;10;0;1;2;0.772;0.852;FALSE;FALSE;"NOT-flipped"
18293;50;10;0;1;2;0.741;0.759;FALSE;FALSE;"NOT-flipped"
18434;50;10;0;1;2;0.786;0.783;FALSE;FALSE;"NOT-flipped"
1901;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;50;10;0;1;2;0.839;0.822;FALSE;FALSE;"NOT-flipped"
19037;50;10;0;1;2;0.825;0.837;FALSE;FALSE;"NOT-flipped"
19404;50;10;0;1;2;0.729;0.819;FALSE;FALSE;"NOT-flipped"
1955;50;10;0;1;2;0.656;0.807;FALSE;FALSE;"NOT-flipped"
19606;50;10;0;1;2;0.765;0.889;FALSE;FALSE;"NOT-flipped"
19637;50;10;0;1;2;0.834;0.835;FALSE;FALSE;"NOT-flipped"
19807;50;10;0;1;2;0.798;0.85;FALSE;FALSE;"NOT-flipped"
2086;50;10;0;1;2;0.785;0.624;FALSE;FALSE;"NOT-flipped"
2358;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;50;10;0;1;2;0.884;0.804;FALSE;FALSE;"NOT-flipped"
2598;50;10;0;1;2;0.819;0.721;FALSE;FALSE;"NOT-flipped"
2655;50;10;0;1;2;0.836;0.726;FALSE;FALSE;"NOT-flipped"
2675;50;10;0;1;2;0.871;0.652;FALSE;FALSE;"NOT-flipped"
2922;50;10;0;1;2;0.581;0.764;FALSE;FALSE;"NOT-flipped"
2961;50;10;0;1;2;0.841;0.831;FALSE;FALSE;"NOT-flipped"
3416;50;10;0;1;2;0.875;0.904;FALSE;FALSE;"NOT-flipped"
3442;50;10;0;1;2;0.782;0.702;FALSE;FALSE;"NOT-flipped"
3569;50;10;0;1;2;0.82;0.802;FALSE;FALSE;"NOT-flipped"
3981;50;10;0;1;2;0.679;0.781;FALSE;FALSE;"NOT-flipped"
4156;50;10;0;1;2;0.827;0.692;FALSE;FALSE;"NOT-flipped"
4240;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;50;10;0;1;2;0.773;0.837;FALSE;FALSE;"NOT-flipped"
4365;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;50;10;0;1;2;0.868;0.802;FALSE;FALSE;"NOT-flipped"
4941;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;50;10;0;1;2;0.86;0.803;FALSE;FALSE;"NOT-flipped"
6846;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;50;10;0;1;2;0.771;0.79;FALSE;FALSE;"NOT-flipped"
7029;50;10;0;1;2;0.745;0.807;FALSE;FALSE;"NOT-flipped"
7146;50;10;0;1;2;0.701;0.682;FALSE;FALSE;"NOT-flipped"
7195;50;10;0;1;2;0.857;0.838;FALSE;FALSE;"NOT-flipped"
7412;50;10;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;50;10;0;1;2;0.76;0.86;FALSE;FALSE;"NOT-flipped"
