"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
14042;300;10;0.8;1;2;0.831;0.779;FALSE;FALSE;"NOT-flipped"
14687;300;10;0.8;1;2;0.852;0.83;FALSE;FALSE;"NOT-flipped"
14797;300;10;0.8;1;2;0.862;0.833;FALSE;FALSE;"NOT-flipped"
14800;300;10;0.8;1;2;0.832;0.796;FALSE;FALSE;"NOT-flipped"
14857;300;10;0.8;1;2;0.859;0.835;FALSE;FALSE;"NOT-flipped"
14984;300;10;0.8;1;2;0.829;0.824;FALSE;FALSE;"NOT-flipped"
15487;300;10;0.8;1;2;0.856;0.818;FALSE;FALSE;"NOT-flipped"
15732;300;10;0.8;1;2;0.843;0.829;FALSE;FALSE;"NOT-flipped"
15807;300;10;0.8;1;2;0.886;0.876;FALSE;FALSE;"NOT-flipped"
16409;300;10;0.8;1;2;0.858;0.821;FALSE;FALSE;"NOT-flipped"
16434;300;10;0.8;1;2;0.821;0.797;FALSE;FALSE;"NOT-flipped"
1667;300;10;0.8;1;2;0.874;0.859;FALSE;FALSE;"NOT-flipped"
16924;300;10;0.8;1;2;0.834;0.796;FALSE;FALSE;"NOT-flipped"
17347;300;10;0.8;1;2;0.87;0.824;FALSE;FALSE;"NOT-flipped"
17718;300;10;0.8;1;2;0.845;0.858;FALSE;FALSE;"NOT-flipped"
17746;300;10;0.8;1;2;0.825;0.845;FALSE;FALSE;"NOT-flipped"
18131;300;10;0.8;1;2;0.865;0.832;FALSE;FALSE;"NOT-flipped"
18172;300;10;0.8;1;2;0.853;0.798;FALSE;FALSE;"NOT-flipped"
18267;300;10;0.8;1;2;0.842;0.865;FALSE;FALSE;"NOT-flipped"
18293;300;10;0.8;1;2;0.858;0.833;FALSE;FALSE;"NOT-flipped"
18434;300;10;0.8;1;2;0.845;0.82;FALSE;FALSE;"NOT-flipped"
1901;300;10;0.8;1;2;0.816;0.829;FALSE;FALSE;"NOT-flipped"
19019;300;10;0.8;1;2;0.829;0.815;FALSE;FALSE;"NOT-flipped"
19037;300;10;0.8;1;2;0.878;0.854;FALSE;FALSE;"NOT-flipped"
19404;300;10;0.8;1;2;0.843;0.832;FALSE;FALSE;"NOT-flipped"
1955;300;10;0.8;1;2;0.846;0.85;FALSE;FALSE;"NOT-flipped"
19606;300;10;0.8;1;2;0.814;0.853;FALSE;FALSE;"NOT-flipped"
19637;300;10;0.8;1;2;0.861;0.842;FALSE;FALSE;"NOT-flipped"
19807;300;10;0.8;1;2;0.839;0.814;FALSE;FALSE;"NOT-flipped"
2086;300;10;0.8;1;2;0.845;0.827;FALSE;FALSE;"NOT-flipped"
2358;300;10;0.8;1;2;0.857;0.848;FALSE;FALSE;"NOT-flipped"
2558;300;10;0.8;1;2;0.844;0.81;FALSE;FALSE;"NOT-flipped"
2598;300;10;0.8;1;2;0.864;0.841;FALSE;FALSE;"NOT-flipped"
2655;300;10;0.8;1;2;0.812;0.823;FALSE;FALSE;"NOT-flipped"
2675;300;10;0.8;1;2;0.862;0.854;FALSE;FALSE;"NOT-flipped"
2922;300;10;0.8;1;2;0.879;0.87;FALSE;FALSE;"NOT-flipped"
2961;300;10;0.8;1;2;0.843;0.848;FALSE;FALSE;"NOT-flipped"
3416;300;10;0.8;1;2;0.842;0.834;FALSE;FALSE;"NOT-flipped"
3442;300;10;0.8;1;2;0.822;0.83;FALSE;FALSE;"NOT-flipped"
3569;300;10;0.8;1;2;0.818;0.83;FALSE;FALSE;"NOT-flipped"
3981;300;10;0.8;1;2;0.821;0.843;FALSE;FALSE;"NOT-flipped"
4156;300;10;0.8;1;2;0.856;0.86;FALSE;FALSE;"NOT-flipped"
4240;300;10;0.8;1;2;0.823;0.821;FALSE;FALSE;"NOT-flipped"
4265;300;10;0.8;1;2;0.811;0.806;FALSE;FALSE;"NOT-flipped"
4365;300;10;0.8;1;2;0.853;0.846;FALSE;FALSE;"NOT-flipped"
4414;300;10;0.8;1;2;0.851;0.821;FALSE;FALSE;"NOT-flipped"
4941;300;10;0.8;1;2;0.88;0.861;FALSE;FALSE;"NOT-flipped"
5788;300;10;0.8;1;2;0.813;0.839;FALSE;FALSE;"NOT-flipped"
6518;300;10;0.8;1;2;0.8;0.841;FALSE;FALSE;"NOT-flipped"
6846;300;10;0.8;1;2;0.817;0.834;FALSE;FALSE;"NOT-flipped"
6884;300;10;0.8;1;2;0.864;0.833;FALSE;FALSE;"NOT-flipped"
7029;300;10;0.8;1;2;0.838;0.856;FALSE;FALSE;"NOT-flipped"
7146;300;10;0.8;1;2;0.832;0.809;FALSE;FALSE;"NOT-flipped"
7195;300;10;0.8;1;2;0.862;0.844;FALSE;FALSE;"NOT-flipped"
7412;300;10;0.8;1;2;0.843;0.862;FALSE;FALSE;"NOT-flipped"
7466;300;10;0.8;1;2;0.87;0.877;FALSE;FALSE;"NOT-flipped"
7495;300;10;0.8;1;2;0.855;0.842;FALSE;FALSE;"NOT-flipped"
7849;300;10;0.8;1;2;0.826;0.84;FALSE;FALSE;"NOT-flipped"
7936;300;10;0.8;1;2;0.848;0.834;FALSE;FALSE;"NOT-flipped"
8100;300;10;0.8;1;2;0.82;0.828;FALSE;FALSE;"NOT-flipped"
8135;300;10;0.8;1;2;0.863;0.844;FALSE;FALSE;"NOT-flipped"
8255;300;10;0.8;1;2;0.875;0.859;FALSE;FALSE;"NOT-flipped"
8550;300;10;0.8;1;2;0.841;0.85;FALSE;FALSE;"NOT-flipped"
8564;300;10;0.8;1;2;0.866;0.846;FALSE;FALSE;"NOT-flipped"
8738;300;10;0.8;1;2;0.853;0.848;FALSE;FALSE;"NOT-flipped"
8767;300;10;0.8;1;2;0.827;0.848;FALSE;FALSE;"NOT-flipped"
8927;300;10;0.8;1;2;0.81;0.808;FALSE;FALSE;"NOT-flipped"
9532;300;10;0.8;1;2;0.881;0.841;FALSE;FALSE;"NOT-flipped"
9607;300;10;0.8;1;2;0.854;0.838;FALSE;FALSE;"NOT-flipped"
9678;300;10;0.8;1;2;0.828;0.8;FALSE;FALSE;"NOT-flipped"
9970;300;10;0.8;1;2;0.87;0.857;FALSE;FALSE;"NOT-flipped"
10023;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;300;10;0.8;2;1;0.746;0.746;FALSE;FALSE;"NOT-flipped"
10216;300;10;0.8;2;1;0.793;0.707;FALSE;FALSE;"NOT-flipped"
10244;300;10;0.8;2;1;0.736;0.753;FALSE;FALSE;"NOT-flipped"
10850;300;10;0.8;2;1;0.768;0.782;FALSE;FALSE;"NOT-flipped"
10935;300;10;0.8;2;1;0.789;0.789;FALSE;FALSE;"NOT-flipped"
11098;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;300;10;0.8;2;1;0.654;0.811;FALSE;FALSE;"NOT-flipped"
1150;300;10;0.8;2;1;0.6;0.734;FALSE;FALSE;"NOT-flipped"
11771;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;300;10;0.8;2;1;0.784;0.764;FALSE;FALSE;"NOT-flipped"
1273;300;10;0.8;2;1;0.764;0.757;FALSE;FALSE;"NOT-flipped"
12895;300;10;0.8;2;1;0.73;0.741;FALSE;FALSE;"NOT-flipped"
12934;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;300;10;0.8;2;1;0.761;0.752;FALSE;FALSE;"NOT-flipped"
13109;300;10;0.8;2;1;0.752;0.756;FALSE;FALSE;"NOT-flipped"
13110;300;10;0.8;2;1;0.733;0.735;FALSE;FALSE;"NOT-flipped"
13213;300;10;0.8;2;1;0.777;0.791;FALSE;FALSE;"NOT-flipped"
13246;300;10;0.8;2;1;0.762;0.751;FALSE;FALSE;"NOT-flipped"
13374;300;10;0.8;2;1;0.763;0.792;FALSE;FALSE;"NOT-flipped"
13495;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;300;10;0.8;2;1;0.752;0.765;FALSE;FALSE;"NOT-flipped"
1361;300;10;0.8;2;1;0.733;0.788;FALSE;FALSE;"NOT-flipped"
13728;300;10;0.8;2;1;0.723;0.716;FALSE;FALSE;"NOT-flipped"
13759;300;10;0.8;2;1;0.768;0.738;FALSE;FALSE;"NOT-flipped"
13810;300;10;0.8;2;1;0.765;0.717;FALSE;FALSE;"NOT-flipped"
1395;300;10;0.8;2;1;0.747;0.729;FALSE;FALSE;"NOT-flipped"
14042;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;300;10;0.8;2;1;0.709;0.737;FALSE;FALSE;"NOT-flipped"
14797;300;10;0.8;2;1;0.754;0.743;FALSE;FALSE;"NOT-flipped"
14800;300;10;0.8;2;1;0.746;0.734;FALSE;FALSE;"NOT-flipped"
14857;300;10;0.8;2;1;0.754;0.757;FALSE;FALSE;"NOT-flipped"
14984;300;10;0.8;2;1;0.779;0.796;FALSE;FALSE;"NOT-flipped"
15487;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;300;10;0.8;2;1;0.769;0.725;FALSE;FALSE;"NOT-flipped"
15807;300;10;0.8;2;1;0.783;0.771;FALSE;FALSE;"NOT-flipped"
16409;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;300;10;0.8;2;1;0.67;0.755;FALSE;FALSE;"NOT-flipped"
16924;300;10;0.8;2;1;0.72;0.733;FALSE;FALSE;"NOT-flipped"
17347;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;300;10;0.8;2;1;0.786;0.708;FALSE;FALSE;"NOT-flipped"
17746;300;10;0.8;2;1;0.771;0.758;FALSE;FALSE;"NOT-flipped"
18131;300;10;0.8;2;1;0.716;0.713;FALSE;FALSE;"NOT-flipped"
18172;300;10;0.8;2;1;0.734;0.743;FALSE;FALSE;"NOT-flipped"
18267;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;300;10;0.8;2;1;0.807;0.728;FALSE;FALSE;"NOT-flipped"
18434;300;10;0.8;2;1;0.784;0.712;FALSE;FALSE;"NOT-flipped"
1901;300;10;0.8;2;1;0.757;0.735;FALSE;FALSE;"NOT-flipped"
19019;300;10;0.8;2;1;0.722;0.768;FALSE;FALSE;"NOT-flipped"
19037;300;10;0.8;2;1;0.75;0.756;FALSE;FALSE;"NOT-flipped"
19404;300;10;0.8;2;1;0.753;0.759;FALSE;FALSE;"NOT-flipped"
1955;300;10;0.8;2;1;0.711;0.756;FALSE;FALSE;"NOT-flipped"
19606;300;10;0.8;2;1;0.706;0.727;FALSE;FALSE;"NOT-flipped"
19637;300;10;0.8;2;1;0.714;0.738;FALSE;FALSE;"NOT-flipped"
19807;300;10;0.8;2;1;0.73;0.767;FALSE;FALSE;"NOT-flipped"
2086;300;10;0.8;2;1;0.735;0.801;FALSE;FALSE;"NOT-flipped"
2358;300;10;0.8;2;1;0.736;0.752;FALSE;FALSE;"NOT-flipped"
2558;300;10;0.8;2;1;0.75;0.748;FALSE;FALSE;"NOT-flipped"
2598;300;10;0.8;2;1;0.748;0.775;FALSE;FALSE;"NOT-flipped"
2655;300;10;0.8;2;1;0.795;0.75;FALSE;FALSE;"NOT-flipped"
2675;300;10;0.8;2;1;0.738;0.779;FALSE;FALSE;"NOT-flipped"
2922;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;300;10;0.8;2;1;0.772;0.741;FALSE;FALSE;"NOT-flipped"
3416;300;10;0.8;2;1;0.725;0.73;FALSE;FALSE;"NOT-flipped"
3442;300;10;0.8;2;1;0.775;0.761;FALSE;FALSE;"NOT-flipped"
3569;300;10;0.8;2;1;0.755;0.813;FALSE;FALSE;"NOT-flipped"
3981;300;10;0.8;2;1;0.728;0.77;FALSE;FALSE;"NOT-flipped"
4156;300;10;0.8;2;1;0.76;0.731;FALSE;FALSE;"NOT-flipped"
4240;300;10;0.8;2;1;0.743;0.694;FALSE;FALSE;"NOT-flipped"
4265;300;10;0.8;2;1;0.784;0.773;FALSE;FALSE;"NOT-flipped"
4365;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;300;10;0.8;2;1;0.719;0.718;FALSE;FALSE;"NOT-flipped"
5788;300;10;0.8;2;1;0.706;0.767;FALSE;FALSE;"NOT-flipped"
6518;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;300;10;0.8;2;1;0.749;0.695;FALSE;FALSE;"NOT-flipped"
7029;300;10;0.8;2;1;0.8;0.8;FALSE;FALSE;"NOT-flipped"
7146;300;10;0.8;2;1;0.698;0.726;FALSE;FALSE;"NOT-flipped"
7195;300;10;0.8;2;1;0.765;0.774;FALSE;FALSE;"NOT-flipped"
7412;300;10;0.8;2;1;0.754;0.765;FALSE;FALSE;"NOT-flipped"
7466;300;10;0.8;2;1;0.792;0.771;FALSE;FALSE;"NOT-flipped"
7495;300;10;0.8;2;1;0.704;0.729;FALSE;FALSE;"NOT-flipped"
7849;300;10;0.8;2;1;0.76;0.786;FALSE;FALSE;"NOT-flipped"
7936;300;10;0.8;2;1;0.724;0.764;FALSE;FALSE;"NOT-flipped"
8100;300;10;0.8;2;1;0.741;0.781;FALSE;FALSE;"NOT-flipped"
8135;300;10;0.8;2;1;0.715;0.746;FALSE;FALSE;"NOT-flipped"
8255;300;10;0.8;2;1;0.752;0.773;FALSE;FALSE;"NOT-flipped"
8550;300;10;0.8;2;1;0.733;0.769;FALSE;FALSE;"NOT-flipped"
8564;300;10;0.8;2;1;0.749;0.734;FALSE;FALSE;"NOT-flipped"
8738;300;10;0.8;2;1;0.729;0.715;FALSE;FALSE;"NOT-flipped"
8767;300;10;0.8;2;1;0.75;0.769;FALSE;FALSE;"NOT-flipped"
8927;300;10;0.8;2;1;0.732;0.763;FALSE;FALSE;"NOT-flipped"
9532;300;10;0.8;2;1;0.686;0.711;FALSE;FALSE;"NOT-flipped"
9607;300;10;0.8;2;1;0.773;0.723;FALSE;FALSE;"NOT-flipped"
9678;300;10;0.8;2;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;300;10;0.8;2;1;0.757;0.761;FALSE;FALSE;"NOT-flipped"
10023;300;10;0.8;2;2;0.859;0.885;FALSE;FALSE;"NOT-flipped"
10069;300;10;0.8;2;2;0.888;0.855;FALSE;FALSE;"NOT-flipped"
10216;300;10;0.8;2;2;0.868;0.815;FALSE;FALSE;"NOT-flipped"
10244;300;10;0.8;2;2;0.823;0.889;FALSE;FALSE;"NOT-flipped"
10850;300;10;0.8;2;2;0.861;0.871;FALSE;FALSE;"NOT-flipped"
10935;300;10;0.8;2;2;0.894;0.841;FALSE;FALSE;"NOT-flipped"
11098;300;10;0.8;2;2;0.862;0.892;FALSE;FALSE;"NOT-flipped"
11471;300;10;0.8;2;2;0.881;0.906;FALSE;FALSE;"NOT-flipped"
1150;300;10;0.8;2;2;0.89;0.895;FALSE;FALSE;"NOT-flipped"
11771;300;10;0.8;2;2;0.876;0.872;FALSE;FALSE;"NOT-flipped"
12519;300;10;0.8;2;2;0.859;0.863;FALSE;FALSE;"NOT-flipped"
12599;300;10;0.8;2;2;0.875;0.879;FALSE;FALSE;"NOT-flipped"
1273;300;10;0.8;2;2;0.854;0.89;FALSE;FALSE;"NOT-flipped"
12895;300;10;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;300;10;0.8;2;2;0.882;0.875;FALSE;FALSE;"NOT-flipped"
12967;300;10;0.8;2;2;0.834;0.89;FALSE;FALSE;"NOT-flipped"
1298;300;10;0.8;2;2;0.866;0.875;FALSE;FALSE;"NOT-flipped"
13109;300;10;0.8;2;2;0.872;0.888;FALSE;FALSE;"NOT-flipped"
13110;300;10;0.8;2;2;0.905;0.891;FALSE;FALSE;"NOT-flipped"
13213;300;10;0.8;2;2;0.903;0.882;FALSE;FALSE;"NOT-flipped"
13246;300;10;0.8;2;2;0.833;0.866;FALSE;FALSE;"NOT-flipped"
13374;300;10;0.8;2;2;0.884;0.88;FALSE;FALSE;"NOT-flipped"
13495;300;10;0.8;2;2;0.875;0.874;FALSE;FALSE;"NOT-flipped"
13543;300;10;0.8;2;2;0.889;0.905;FALSE;FALSE;"NOT-flipped"
1361;300;10;0.8;2;2;0.846;0.86;FALSE;FALSE;"NOT-flipped"
13728;300;10;0.8;2;2;0.881;0.884;FALSE;FALSE;"NOT-flipped"
13759;300;10;0.8;2;2;0.867;0.88;FALSE;FALSE;"NOT-flipped"
13810;300;10;0.8;2;2;0.896;0.852;FALSE;FALSE;"NOT-flipped"
1395;300;10;0.8;2;2;0.874;0.889;FALSE;FALSE;"NOT-flipped"
14042;300;10;0.8;2;2;0.895;0.905;FALSE;FALSE;"NOT-flipped"
14687;300;10;0.8;2;2;0.844;0.871;FALSE;FALSE;"NOT-flipped"
14797;300;10;0.8;2;2;0.875;0.871;FALSE;FALSE;"NOT-flipped"
14800;300;10;0.8;2;2;0.88;0.899;FALSE;FALSE;"NOT-flipped"
14857;300;10;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;300;10;0.8;2;2;0.841;0.873;FALSE;FALSE;"NOT-flipped"
15487;300;10;0.8;2;2;0.876;0.85;FALSE;FALSE;"NOT-flipped"
15732;300;10;0.8;2;2;0.878;0.873;FALSE;FALSE;"NOT-flipped"
15807;300;10;0.8;2;2;0.888;0.891;FALSE;FALSE;"NOT-flipped"
16409;300;10;0.8;2;2;0.884;0.9;FALSE;FALSE;"NOT-flipped"
16434;300;10;0.8;2;2;0.886;0.864;FALSE;FALSE;"NOT-flipped"
1667;300;10;0.8;2;2;0.857;0.868;FALSE;FALSE;"NOT-flipped"
16924;300;10;0.8;2;2;0.883;0.854;FALSE;FALSE;"NOT-flipped"
17347;300;10;0.8;2;2;0.888;0.866;FALSE;FALSE;"NOT-flipped"
17718;300;10;0.8;2;2;0.867;0.884;FALSE;FALSE;"NOT-flipped"
17746;300;10;0.8;2;2;0.871;0.882;FALSE;FALSE;"NOT-flipped"
18131;300;10;0.8;2;2;0.883;0.87;FALSE;FALSE;"NOT-flipped"
18172;300;10;0.8;2;2;0.853;0.842;FALSE;FALSE;"NOT-flipped"
18267;300;10;0.8;2;2;0.882;0.878;FALSE;FALSE;"NOT-flipped"
18293;300;10;0.8;2;2;0.87;0.887;FALSE;FALSE;"NOT-flipped"
18434;300;10;0.8;2;2;0.881;0.833;FALSE;FALSE;"NOT-flipped"
1901;300;10;0.8;2;2;0.88;0.885;FALSE;FALSE;"NOT-flipped"
19019;300;10;0.8;2;2;0.872;0.887;FALSE;FALSE;"NOT-flipped"
19037;300;10;0.8;2;2;0.871;0.871;FALSE;FALSE;"NOT-flipped"
19404;300;10;0.8;2;2;0.894;0.892;FALSE;FALSE;"NOT-flipped"
1955;300;10;0.8;2;2;0.888;0.846;FALSE;FALSE;"NOT-flipped"
19606;300;10;0.8;2;2;0.87;0.88;FALSE;FALSE;"NOT-flipped"
19637;300;10;0.8;2;2;0.872;0.891;FALSE;FALSE;"NOT-flipped"
19807;300;10;0.8;2;2;0.813;0.876;FALSE;FALSE;"NOT-flipped"
2086;300;10;0.8;2;2;0.875;0.859;FALSE;FALSE;"NOT-flipped"
2358;300;10;0.8;2;2;0.88;0.875;FALSE;FALSE;"NOT-flipped"
2558;300;10;0.8;2;2;0.881;0.871;FALSE;FALSE;"NOT-flipped"
2598;300;10;0.8;2;2;0.857;0.866;FALSE;FALSE;"NOT-flipped"
2655;300;10;0.8;2;2;0.887;0.879;FALSE;FALSE;"NOT-flipped"
2675;300;10;0.8;2;2;0.883;0.861;FALSE;FALSE;"NOT-flipped"
2922;300;10;0.8;2;2;0.893;0.865;FALSE;FALSE;"NOT-flipped"
2961;300;10;0.8;2;2;0.893;0.894;FALSE;FALSE;"NOT-flipped"
3416;300;10;0.8;2;2;0.886;0.886;FALSE;FALSE;"NOT-flipped"
3442;300;10;0.8;2;2;0.885;0.863;FALSE;FALSE;"NOT-flipped"
3569;300;10;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;300;10;0.8;2;2;0.888;0.87;FALSE;FALSE;"NOT-flipped"
4156;300;10;0.8;2;2;0.881;0.873;FALSE;FALSE;"NOT-flipped"
4240;300;10;0.8;2;2;0.882;0.885;FALSE;FALSE;"NOT-flipped"
4265;300;10;0.8;2;2;0.887;0.859;FALSE;FALSE;"NOT-flipped"
4365;300;10;0.8;2;2;0.894;0.892;FALSE;FALSE;"NOT-flipped"
4414;300;10;0.8;2;2;0.889;0.867;FALSE;FALSE;"NOT-flipped"
4941;300;10;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;300;10;0.8;2;2;0.884;0.877;FALSE;FALSE;"NOT-flipped"
6518;300;10;0.8;2;2;0.865;0.891;FALSE;FALSE;"NOT-flipped"
6846;300;10;0.8;2;2;0.909;0.904;FALSE;FALSE;"NOT-flipped"
6884;300;10;0.8;2;2;0.865;0.889;FALSE;FALSE;"NOT-flipped"
7029;300;10;0.8;2;2;0.88;0.886;FALSE;FALSE;"NOT-flipped"
7146;300;10;0.8;2;2;0.864;0.854;FALSE;FALSE;"NOT-flipped"
7195;300;10;0.8;2;2;0.87;0.877;FALSE;FALSE;"NOT-flipped"
7412;300;10;0.8;2;2;0.89;0.886;FALSE;FALSE;"NOT-flipped"
7466;300;10;0.8;2;2;0.871;0.887;FALSE;FALSE;"NOT-flipped"
7495;300;10;0.8;2;2;0.891;0.897;FALSE;FALSE;"NOT-flipped"
7849;300;10;0.8;2;2;0.857;0.884;FALSE;FALSE;"NOT-flipped"
7936;300;10;0.8;2;2;0.873;0.901;FALSE;FALSE;"NOT-flipped"
8100;300;10;0.8;2;2;0.875;0.898;FALSE;FALSE;"NOT-flipped"
8135;300;10;0.8;2;2;0.887;0.868;FALSE;FALSE;"NOT-flipped"
8255;300;10;0.8;2;2;0.871;0.884;FALSE;FALSE;"NOT-flipped"
8550;300;10;0.8;2;2;0.89;0.862;FALSE;FALSE;"NOT-flipped"
8564;300;10;0.8;2;2;0.894;0.896;FALSE;FALSE;"NOT-flipped"
8738;300;10;0.8;2;2;0.883;0.893;FALSE;FALSE;"NOT-flipped"
8767;300;10;0.8;2;2;0.877;0.887;FALSE;FALSE;"NOT-flipped"
8927;300;10;0.8;2;2;0.884;0.883;FALSE;FALSE;"NOT-flipped"
9532;300;10;0.8;2;2;0.894;0.871;FALSE;FALSE;"NOT-flipped"
9607;300;10;0.8;2;2;0.889;0.887;FALSE;FALSE;"NOT-flipped"
9678;300;10;0.8;2;2;0.9;0.894;FALSE;FALSE;"NOT-flipped"
9970;300;10;0.8;2;2;0.868;0.874;FALSE;FALSE;"NOT-flipped"
10023;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;300;10;0.8;3;1;0.7;0.692;FALSE;FALSE;"NOT-flipped"
13728;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14042;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;300;10;0.8;3;1;0.696;0.728;FALSE;FALSE;"NOT-flipped"
15732;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;300;10;0.8;3;1;0.65;0.727;FALSE;FALSE;"NOT-flipped"
16924;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;300;10;0.8;3;1;0.628;0.771;FALSE;FALSE;"NOT-flipped"
17746;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18172;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;300;10;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
