"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
12599;3000;16;0.4;1;2;0.885;0.89;FALSE;FALSE;"NOT-flipped"
1273;3000;16;0.4;1;2;0.899;0.887;FALSE;FALSE;"NOT-flipped"
12895;3000;16;0.4;1;2;0.883;0.888;FALSE;FALSE;"NOT-flipped"
12934;3000;16;0.4;1;2;0.889;0.874;FALSE;FALSE;"NOT-flipped"
12967;3000;16;0.4;1;2;0.893;0.868;FALSE;FALSE;"NOT-flipped"
1298;3000;16;0.4;1;2;0.883;0.887;FALSE;FALSE;"NOT-flipped"
13109;3000;16;0.4;1;2;0.88;0.879;FALSE;FALSE;"NOT-flipped"
13110;3000;16;0.4;1;2;0.883;0.878;FALSE;FALSE;"NOT-flipped"
13213;3000;16;0.4;1;2;0.887;0.885;FALSE;FALSE;"NOT-flipped"
13246;3000;16;0.4;1;2;0.876;0.891;FALSE;FALSE;"NOT-flipped"
13374;3000;16;0.4;1;2;0.874;0.884;FALSE;FALSE;"NOT-flipped"
13495;3000;16;0.4;1;2;0.89;0.888;FALSE;FALSE;"NOT-flipped"
13543;3000;16;0.4;1;2;0.885;0.877;FALSE;FALSE;"NOT-flipped"
1361;3000;16;0.4;1;2;0.894;0.887;FALSE;FALSE;"NOT-flipped"
13728;3000;16;0.4;1;2;0.892;0.875;FALSE;FALSE;"NOT-flipped"
13759;3000;16;0.4;1;2;0.875;0.876;FALSE;FALSE;"NOT-flipped"
13810;3000;16;0.4;1;2;0.888;0.885;FALSE;FALSE;"NOT-flipped"
1395;3000;16;0.4;1;2;0.887;0.877;FALSE;FALSE;"NOT-flipped"
14042;3000;16;0.4;1;2;0.871;0.879;FALSE;FALSE;"NOT-flipped"
14687;3000;16;0.4;1;2;0.878;0.877;FALSE;FALSE;"NOT-flipped"
14797;3000;16;0.4;1;2;0.882;0.87;FALSE;FALSE;"NOT-flipped"
14800;3000;16;0.4;1;2;0.883;0.883;FALSE;FALSE;"NOT-flipped"
14857;3000;16;0.4;1;2;0.87;0.868;FALSE;FALSE;"NOT-flipped"
14984;3000;16;0.4;1;2;0.89;0.879;FALSE;FALSE;"NOT-flipped"
15487;3000;16;0.4;1;2;0.885;0.866;FALSE;FALSE;"NOT-flipped"
15732;3000;16;0.4;1;2;0.888;0.879;FALSE;FALSE;"NOT-flipped"
15807;3000;16;0.4;1;2;0.896;0.879;FALSE;FALSE;"NOT-flipped"
16409;3000;16;0.4;1;2;0.882;0.897;FALSE;FALSE;"NOT-flipped"
16434;3000;16;0.4;1;2;0.884;0.867;FALSE;FALSE;"NOT-flipped"
1667;3000;16;0.4;1;2;0.868;0.87;FALSE;FALSE;"NOT-flipped"
16924;3000;16;0.4;1;2;0.889;0.888;FALSE;FALSE;"NOT-flipped"
17347;3000;16;0.4;1;2;0.892;0.878;FALSE;FALSE;"NOT-flipped"
17718;3000;16;0.4;1;2;0.88;0.874;FALSE;FALSE;"NOT-flipped"
17746;3000;16;0.4;1;2;0.878;0.883;FALSE;FALSE;"NOT-flipped"
18131;3000;16;0.4;1;2;0.889;0.877;FALSE;FALSE;"NOT-flipped"
18172;3000;16;0.4;1;2;0.878;0.865;FALSE;FALSE;"NOT-flipped"
18267;3000;16;0.4;1;2;0.878;0.878;FALSE;FALSE;"NOT-flipped"
18293;3000;16;0.4;1;2;0.871;0.888;FALSE;FALSE;"NOT-flipped"
18434;3000;16;0.4;1;2;0.871;0.867;FALSE;FALSE;"NOT-flipped"
1901;3000;16;0.4;1;2;0.89;0.876;FALSE;FALSE;"NOT-flipped"
19019;3000;16;0.4;1;2;0.888;0.885;FALSE;FALSE;"NOT-flipped"
19037;3000;16;0.4;1;2;0.886;0.889;FALSE;FALSE;"NOT-flipped"
19404;3000;16;0.4;1;2;0.865;0.885;FALSE;FALSE;"NOT-flipped"
1955;3000;16;0.4;1;2;0.885;0.885;FALSE;FALSE;"NOT-flipped"
19606;3000;16;0.4;1;2;0.887;0.882;FALSE;FALSE;"NOT-flipped"
19637;3000;16;0.4;1;2;0.889;0.876;FALSE;FALSE;"NOT-flipped"
19807;3000;16;0.4;1;2;0.883;0.881;FALSE;FALSE;"NOT-flipped"
2086;3000;16;0.4;1;2;0.883;0.876;FALSE;FALSE;"NOT-flipped"
2358;3000;16;0.4;1;2;0.876;0.877;FALSE;FALSE;"NOT-flipped"
2558;3000;16;0.4;1;2;0.882;0.887;FALSE;FALSE;"NOT-flipped"
2598;3000;16;0.4;1;2;0.883;0.882;FALSE;FALSE;"NOT-flipped"
2655;3000;16;0.4;1;2;0.874;0.871;FALSE;FALSE;"NOT-flipped"
2675;3000;16;0.4;1;2;0.877;0.886;FALSE;FALSE;"NOT-flipped"
2922;3000;16;0.4;1;2;0.873;0.881;FALSE;FALSE;"NOT-flipped"
2961;3000;16;0.4;1;2;0.886;0.887;FALSE;FALSE;"NOT-flipped"
3416;3000;16;0.4;1;2;0.89;0.874;FALSE;FALSE;"NOT-flipped"
3442;3000;16;0.4;1;2;0.886;0.887;FALSE;FALSE;"NOT-flipped"
3569;3000;16;0.4;1;2;0.876;0.884;FALSE;FALSE;"NOT-flipped"
3981;3000;16;0.4;1;2;0.883;0.88;FALSE;FALSE;"NOT-flipped"
4156;3000;16;0.4;1;2;0.891;0.885;FALSE;FALSE;"NOT-flipped"
4240;3000;16;0.4;1;2;0.889;0.89;FALSE;FALSE;"NOT-flipped"
4265;3000;16;0.4;1;2;0.882;0.876;FALSE;FALSE;"NOT-flipped"
4365;3000;16;0.4;1;2;0.885;0.877;FALSE;FALSE;"NOT-flipped"
4414;3000;16;0.4;1;2;0.893;0.885;FALSE;FALSE;"NOT-flipped"
4941;3000;16;0.4;1;2;0.882;0.881;FALSE;FALSE;"NOT-flipped"
5788;3000;16;0.4;1;2;0.871;0.865;FALSE;FALSE;"NOT-flipped"
6518;3000;16;0.4;1;2;0.882;0.878;FALSE;FALSE;"NOT-flipped"
6846;3000;16;0.4;1;2;0.882;0.883;FALSE;FALSE;"NOT-flipped"
6884;3000;16;0.4;1;2;0.896;0.89;FALSE;FALSE;"NOT-flipped"
7029;3000;16;0.4;1;2;0.881;0.886;FALSE;FALSE;"NOT-flipped"
7146;3000;16;0.4;1;2;0.879;0.878;FALSE;FALSE;"NOT-flipped"
7195;3000;16;0.4;1;2;0.876;0.881;FALSE;FALSE;"NOT-flipped"
7412;3000;16;0.4;1;2;0.87;0.87;FALSE;FALSE;"NOT-flipped"
7466;3000;16;0.4;1;2;0.886;0.883;FALSE;FALSE;"NOT-flipped"
7495;3000;16;0.4;1;2;0.889;0.88;FALSE;FALSE;"NOT-flipped"
7849;3000;16;0.4;1;2;0.893;0.877;FALSE;FALSE;"NOT-flipped"
7936;3000;16;0.4;1;2;0.878;0.875;FALSE;FALSE;"NOT-flipped"
8100;3000;16;0.4;1;2;0.885;0.884;FALSE;FALSE;"NOT-flipped"
8135;3000;16;0.4;1;2;0.885;0.882;FALSE;FALSE;"NOT-flipped"
8255;3000;16;0.4;1;2;0.88;0.887;FALSE;FALSE;"NOT-flipped"
8550;3000;16;0.4;1;2;0.879;0.877;FALSE;FALSE;"NOT-flipped"
8564;3000;16;0.4;1;2;0.884;0.88;FALSE;FALSE;"NOT-flipped"
8738;3000;16;0.4;1;2;0.888;0.881;FALSE;FALSE;"NOT-flipped"
8767;3000;16;0.4;1;2;0.881;0.862;FALSE;FALSE;"NOT-flipped"
8927;3000;16;0.4;1;2;0.892;0.889;FALSE;FALSE;"NOT-flipped"
9532;3000;16;0.4;1;2;0.893;0.875;FALSE;FALSE;"NOT-flipped"
9607;3000;16;0.4;1;2;0.883;0.887;FALSE;FALSE;"NOT-flipped"
9678;3000;16;0.4;1;2;0.888;0.881;FALSE;FALSE;"NOT-flipped"
9970;3000;16;0.4;1;2;0.886;0.885;FALSE;FALSE;"NOT-flipped"
10023;3000;16;0.4;2;1;0.792;0.794;FALSE;FALSE;"NOT-flipped"
10069;3000;16;0.4;2;1;0.772;0.786;FALSE;FALSE;"NOT-flipped"
10216;3000;16;0.4;2;1;0.784;0.792;FALSE;FALSE;"NOT-flipped"
10244;3000;16;0.4;2;1;0.779;0.793;FALSE;FALSE;"NOT-flipped"
10850;3000;16;0.4;2;1;0.775;0.785;FALSE;FALSE;"NOT-flipped"
10935;3000;16;0.4;2;1;0.805;0.786;FALSE;FALSE;"NOT-flipped"
11098;3000;16;0.4;2;1;0.79;0.81;FALSE;FALSE;"NOT-flipped"
11471;3000;16;0.4;2;1;0.8;0.791;FALSE;FALSE;"NOT-flipped"
1150;3000;16;0.4;2;1;0.79;0.807;FALSE;FALSE;"NOT-flipped"
11771;3000;16;0.4;2;1;0.796;0.791;FALSE;FALSE;"NOT-flipped"
12519;3000;16;0.4;2;1;0.802;0.785;FALSE;FALSE;"NOT-flipped"
12599;3000;16;0.4;2;1;0.799;0.797;FALSE;FALSE;"NOT-flipped"
1273;3000;16;0.4;2;1;0.801;0.794;FALSE;FALSE;"NOT-flipped"
12895;3000;16;0.4;2;1;0.79;0.804;FALSE;FALSE;"NOT-flipped"
12934;3000;16;0.4;2;1;0.779;0.801;FALSE;FALSE;"NOT-flipped"
12967;3000;16;0.4;2;1;0.79;0.794;FALSE;FALSE;"NOT-flipped"
1298;3000;16;0.4;2;1;0.791;0.786;FALSE;FALSE;"NOT-flipped"
13109;3000;16;0.4;2;1;0.805;0.796;FALSE;FALSE;"NOT-flipped"
13110;3000;16;0.4;2;1;0.802;0.794;FALSE;FALSE;"NOT-flipped"
13213;3000;16;0.4;2;1;0.776;0.816;FALSE;FALSE;"NOT-flipped"
13246;3000;16;0.4;2;1;0.79;0.809;FALSE;FALSE;"NOT-flipped"
13374;3000;16;0.4;2;1;0.81;0.783;FALSE;FALSE;"NOT-flipped"
13495;3000;16;0.4;2;1;0.804;0.801;FALSE;FALSE;"NOT-flipped"
13543;3000;16;0.4;2;1;0.787;0.797;FALSE;FALSE;"NOT-flipped"
1361;3000;16;0.4;2;1;0.774;0.794;FALSE;FALSE;"NOT-flipped"
13728;3000;16;0.4;2;1;0.794;0.8;FALSE;FALSE;"NOT-flipped"
13759;3000;16;0.4;2;1;0.783;0.771;FALSE;FALSE;"NOT-flipped"
13810;3000;16;0.4;2;1;0.779;0.805;FALSE;FALSE;"NOT-flipped"
1395;3000;16;0.4;2;1;0.793;0.782;FALSE;FALSE;"NOT-flipped"
14042;3000;16;0.4;2;1;0.796;0.773;FALSE;FALSE;"NOT-flipped"
14687;3000;16;0.4;2;1;0.788;0.798;FALSE;FALSE;"NOT-flipped"
14797;3000;16;0.4;2;1;0.799;0.787;FALSE;FALSE;"NOT-flipped"
14800;3000;16;0.4;2;1;0.793;0.798;FALSE;FALSE;"NOT-flipped"
14857;3000;16;0.4;2;1;0.8;0.782;FALSE;FALSE;"NOT-flipped"
14984;3000;16;0.4;2;1;0.788;0.798;FALSE;FALSE;"NOT-flipped"
15487;3000;16;0.4;2;1;0.799;0.802;FALSE;FALSE;"NOT-flipped"
15732;3000;16;0.4;2;1;0.798;0.798;FALSE;FALSE;"NOT-flipped"
15807;3000;16;0.4;2;1;0.776;0.81;FALSE;FALSE;"NOT-flipped"
16409;3000;16;0.4;2;1;0.785;0.776;FALSE;FALSE;"NOT-flipped"
16434;3000;16;0.4;2;1;0.812;0.808;FALSE;FALSE;"NOT-flipped"
1667;3000;16;0.4;2;1;0.808;0.805;FALSE;FALSE;"NOT-flipped"
16924;3000;16;0.4;2;1;0.779;0.791;FALSE;FALSE;"NOT-flipped"
17347;3000;16;0.4;2;1;0.804;0.787;FALSE;FALSE;"NOT-flipped"
17718;3000;16;0.4;2;1;0.809;0.793;FALSE;FALSE;"NOT-flipped"
17746;3000;16;0.4;2;1;0.794;0.799;FALSE;FALSE;"NOT-flipped"
18131;3000;16;0.4;2;1;0.802;0.794;FALSE;FALSE;"NOT-flipped"
18172;3000;16;0.4;2;1;0.779;0.813;FALSE;FALSE;"NOT-flipped"
18267;3000;16;0.4;2;1;0.796;0.796;FALSE;FALSE;"NOT-flipped"
18293;3000;16;0.4;2;1;0.805;0.787;FALSE;FALSE;"NOT-flipped"
18434;3000;16;0.4;2;1;0.791;0.781;FALSE;FALSE;"NOT-flipped"
1901;3000;16;0.4;2;1;0.779;0.779;FALSE;FALSE;"NOT-flipped"
19019;3000;16;0.4;2;1;0.803;0.803;FALSE;FALSE;"NOT-flipped"
19037;3000;16;0.4;2;1;0.815;0.807;FALSE;FALSE;"NOT-flipped"
19404;3000;16;0.4;2;1;0.785;0.806;FALSE;FALSE;"NOT-flipped"
1955;3000;16;0.4;2;1;0.787;0.798;FALSE;FALSE;"NOT-flipped"
19606;3000;16;0.4;2;1;0.775;0.805;FALSE;FALSE;"NOT-flipped"
19637;3000;16;0.4;2;1;0.773;0.814;FALSE;FALSE;"NOT-flipped"
19807;3000;16;0.4;2;1;0.787;0.797;FALSE;FALSE;"NOT-flipped"
2086;3000;16;0.4;2;1;0.803;0.811;FALSE;FALSE;"NOT-flipped"
2358;3000;16;0.4;2;1;0.795;0.786;FALSE;FALSE;"NOT-flipped"
2558;3000;16;0.4;2;1;0.788;0.795;FALSE;FALSE;"NOT-flipped"
2598;3000;16;0.4;2;1;0.782;0.776;FALSE;FALSE;"NOT-flipped"
2655;3000;16;0.4;2;1;0.788;0.779;FALSE;FALSE;"NOT-flipped"
2675;3000;16;0.4;2;1;0.802;0.787;FALSE;FALSE;"NOT-flipped"
2922;3000;16;0.4;2;1;0.806;0.807;FALSE;FALSE;"NOT-flipped"
2961;3000;16;0.4;2;1;0.789;0.787;FALSE;FALSE;"NOT-flipped"
3416;3000;16;0.4;2;1;0.797;0.777;FALSE;FALSE;"NOT-flipped"
3442;3000;16;0.4;2;1;0.795;0.802;FALSE;FALSE;"NOT-flipped"
3569;3000;16;0.4;2;1;0.813;0.804;FALSE;FALSE;"NOT-flipped"
3981;3000;16;0.4;2;1;0.786;0.808;FALSE;FALSE;"NOT-flipped"
4156;3000;16;0.4;2;1;0.798;0.786;FALSE;FALSE;"NOT-flipped"
4240;3000;16;0.4;2;1;0.804;0.795;FALSE;FALSE;"NOT-flipped"
4265;3000;16;0.4;2;1;0.782;0.797;FALSE;FALSE;"NOT-flipped"
4365;3000;16;0.4;2;1;0.804;0.78;FALSE;FALSE;"NOT-flipped"
4414;3000;16;0.4;2;1;0.806;0.801;FALSE;FALSE;"NOT-flipped"
4941;3000;16;0.4;2;1;0.809;0.782;FALSE;FALSE;"NOT-flipped"
5788;3000;16;0.4;2;1;0.791;0.78;FALSE;FALSE;"NOT-flipped"
6518;3000;16;0.4;2;1;0.793;0.788;FALSE;FALSE;"NOT-flipped"
6846;3000;16;0.4;2;1;0.794;0.803;FALSE;FALSE;"NOT-flipped"
6884;3000;16;0.4;2;1;0.791;0.774;FALSE;FALSE;"NOT-flipped"
7029;3000;16;0.4;2;1;0.788;0.801;FALSE;FALSE;"NOT-flipped"
7146;3000;16;0.4;2;1;0.782;0.792;FALSE;FALSE;"NOT-flipped"
7195;3000;16;0.4;2;1;0.793;0.756;FALSE;FALSE;"NOT-flipped"
7412;3000;16;0.4;2;1;0.784;0.796;FALSE;FALSE;"NOT-flipped"
7466;3000;16;0.4;2;1;0.791;0.808;FALSE;FALSE;"NOT-flipped"
7495;3000;16;0.4;2;1;0.805;0.799;FALSE;FALSE;"NOT-flipped"
7849;3000;16;0.4;2;1;0.799;0.792;FALSE;FALSE;"NOT-flipped"
7936;3000;16;0.4;2;1;0.797;0.784;FALSE;FALSE;"NOT-flipped"
8100;3000;16;0.4;2;1;0.764;0.796;FALSE;FALSE;"NOT-flipped"
8135;3000;16;0.4;2;1;0.801;0.794;FALSE;FALSE;"NOT-flipped"
8255;3000;16;0.4;2;1;0.801;0.788;FALSE;FALSE;"NOT-flipped"
8550;3000;16;0.4;2;1;0.795;0.793;FALSE;FALSE;"NOT-flipped"
8564;3000;16;0.4;2;1;0.785;0.815;FALSE;FALSE;"NOT-flipped"
8738;3000;16;0.4;2;1;0.787;0.796;FALSE;FALSE;"NOT-flipped"
8767;3000;16;0.4;2;1;0.812;0.778;FALSE;FALSE;"NOT-flipped"
8927;3000;16;0.4;2;1;0.807;0.79;FALSE;FALSE;"NOT-flipped"
9532;3000;16;0.4;2;1;0.795;0.805;FALSE;FALSE;"NOT-flipped"
9607;3000;16;0.4;2;1;0.795;0.783;FALSE;FALSE;"NOT-flipped"
9678;3000;16;0.4;2;1;0.794;0.782;FALSE;FALSE;"NOT-flipped"
9970;3000;16;0.4;2;1;0.784;0.802;FALSE;FALSE;"NOT-flipped"
10023;3000;16;0.4;2;2;0.911;0.913;FALSE;FALSE;"NOT-flipped"
10069;3000;16;0.4;2;2;0.906;0.896;FALSE;FALSE;"NOT-flipped"
10216;3000;16;0.4;2;2;0.912;0.913;FALSE;FALSE;"NOT-flipped"
10244;3000;16;0.4;2;2;0.912;0.904;FALSE;FALSE;"NOT-flipped"
10850;3000;16;0.4;2;2;0.909;0.895;FALSE;FALSE;"NOT-flipped"
10935;3000;16;0.4;2;2;0.911;0.909;FALSE;FALSE;"NOT-flipped"
11098;3000;16;0.4;2;2;0.911;0.907;FALSE;FALSE;"NOT-flipped"
11471;3000;16;0.4;2;2;0.899;0.899;FALSE;FALSE;"NOT-flipped"
1150;3000;16;0.4;2;2;0.907;0.91;FALSE;FALSE;"NOT-flipped"
11771;3000;16;0.4;2;2;0.909;0.906;FALSE;FALSE;"NOT-flipped"
12519;3000;16;0.4;2;2;0.908;0.898;FALSE;FALSE;"NOT-flipped"
12599;3000;16;0.4;2;2;0.917;0.911;FALSE;FALSE;"NOT-flipped"
1273;3000;16;0.4;2;2;0.907;0.915;FALSE;FALSE;"NOT-flipped"
12895;3000;16;0.4;2;2;0.916;0.894;FALSE;FALSE;"NOT-flipped"
12934;3000;16;0.4;2;2;0.907;0.915;FALSE;FALSE;"NOT-flipped"
12967;3000;16;0.4;2;2;0.904;0.917;FALSE;FALSE;"NOT-flipped"
1298;3000;16;0.4;2;2;0.908;0.913;FALSE;FALSE;"NOT-flipped"
13109;3000;16;0.4;2;2;0.909;0.904;FALSE;FALSE;"NOT-flipped"
13110;3000;16;0.4;2;2;0.903;0.91;FALSE;FALSE;"NOT-flipped"
13213;3000;16;0.4;2;2;0.9;0.907;FALSE;FALSE;"NOT-flipped"
13246;3000;16;0.4;2;2;0.911;0.914;FALSE;FALSE;"NOT-flipped"
13374;3000;16;0.4;2;2;0.911;0.907;FALSE;FALSE;"NOT-flipped"
13495;3000;16;0.4;2;2;0.911;0.913;FALSE;FALSE;"NOT-flipped"
13543;3000;16;0.4;2;2;0.913;0.911;FALSE;FALSE;"NOT-flipped"
1361;3000;16;0.4;2;2;0.912;0.91;FALSE;FALSE;"NOT-flipped"
13728;3000;16;0.4;2;2;0.905;0.907;FALSE;FALSE;"NOT-flipped"
13759;3000;16;0.4;2;2;0.909;0.901;FALSE;FALSE;"NOT-flipped"
13810;3000;16;0.4;2;2;0.911;0.901;FALSE;FALSE;"NOT-flipped"
1395;3000;16;0.4;2;2;0.911;0.905;FALSE;FALSE;"NOT-flipped"
14042;3000;16;0.4;2;2;0.911;0.903;FALSE;FALSE;"NOT-flipped"
14687;3000;16;0.4;2;2;0.906;0.908;FALSE;FALSE;"NOT-flipped"
14797;3000;16;0.4;2;2;0.91;0.905;FALSE;FALSE;"NOT-flipped"
14800;3000;16;0.4;2;2;0.911;0.904;FALSE;FALSE;"NOT-flipped"
14857;3000;16;0.4;2;2;0.913;0.916;FALSE;FALSE;"NOT-flipped"
14984;3000;16;0.4;2;2;0.907;0.91;FALSE;FALSE;"NOT-flipped"
15487;3000;16;0.4;2;2;0.911;0.908;FALSE;FALSE;"NOT-flipped"
15732;3000;16;0.4;2;2;0.903;0.894;FALSE;FALSE;"NOT-flipped"
15807;3000;16;0.4;2;2;0.916;0.902;FALSE;FALSE;"NOT-flipped"
16409;3000;16;0.4;2;2;0.907;0.888;FALSE;FALSE;"NOT-flipped"
16434;3000;16;0.4;2;2;0.909;0.908;FALSE;FALSE;"NOT-flipped"
1667;3000;16;0.4;2;2;0.911;0.908;FALSE;FALSE;"NOT-flipped"
16924;3000;16;0.4;2;2;0.906;0.897;FALSE;FALSE;"NOT-flipped"
17347;3000;16;0.4;2;2;0.905;0.907;FALSE;FALSE;"NOT-flipped"
17718;3000;16;0.4;2;2;0.909;0.903;FALSE;FALSE;"NOT-flipped"
17746;3000;16;0.4;2;2;0.91;0.908;FALSE;FALSE;"NOT-flipped"
18131;3000;16;0.4;2;2;0.913;0.909;FALSE;FALSE;"NOT-flipped"
18172;3000;16;0.4;2;2;0.906;0.908;FALSE;FALSE;"NOT-flipped"
18267;3000;16;0.4;2;2;0.907;0.911;FALSE;FALSE;"NOT-flipped"
18293;3000;16;0.4;2;2;0.906;0.912;FALSE;FALSE;"NOT-flipped"
18434;3000;16;0.4;2;2;0.909;0.894;FALSE;FALSE;"NOT-flipped"
1901;3000;16;0.4;2;2;0.915;0.912;FALSE;FALSE;"NOT-flipped"
19019;3000;16;0.4;2;2;0.889;0.895;FALSE;FALSE;"NOT-flipped"
19037;3000;16;0.4;2;2;0.892;0.909;FALSE;FALSE;"NOT-flipped"
19404;3000;16;0.4;2;2;0.907;0.903;FALSE;FALSE;"NOT-flipped"
1955;3000;16;0.4;2;2;0.91;0.905;FALSE;FALSE;"NOT-flipped"
19606;3000;16;0.4;2;2;0.912;0.911;FALSE;FALSE;"NOT-flipped"
19637;3000;16;0.4;2;2;0.912;0.915;FALSE;FALSE;"NOT-flipped"
19807;3000;16;0.4;2;2;0.91;0.909;FALSE;FALSE;"NOT-flipped"
2086;3000;16;0.4;2;2;0.897;0.891;FALSE;FALSE;"NOT-flipped"
2358;3000;16;0.4;2;2;0.908;0.912;FALSE;FALSE;"NOT-flipped"
2558;3000;16;0.4;2;2;0.908;0.901;FALSE;FALSE;"NOT-flipped"
2598;3000;16;0.4;2;2;0.906;0.91;FALSE;FALSE;"NOT-flipped"
2655;3000;16;0.4;2;2;0.914;0.906;FALSE;FALSE;"NOT-flipped"
2675;3000;16;0.4;2;2;0.908;0.887;FALSE;FALSE;"NOT-flipped"
2922;3000;16;0.4;2;2;0.91;0.908;FALSE;FALSE;"NOT-flipped"
2961;3000;16;0.4;2;2;0.907;0.915;FALSE;FALSE;"NOT-flipped"
3416;3000;16;0.4;2;2;0.911;0.907;FALSE;FALSE;"NOT-flipped"
3442;3000;16;0.4;2;2;0.906;0.912;FALSE;FALSE;"NOT-flipped"
3569;3000;16;0.4;2;2;0.905;0.904;FALSE;FALSE;"NOT-flipped"
3981;3000;16;0.4;2;2;0.898;0.901;FALSE;FALSE;"NOT-flipped"
4156;3000;16;0.4;2;2;0.906;0.901;FALSE;FALSE;"NOT-flipped"
4240;3000;16;0.4;2;2;0.913;0.899;FALSE;FALSE;"NOT-flipped"
4265;3000;16;0.4;2;2;0.908;0.909;FALSE;FALSE;"NOT-flipped"
4365;3000;16;0.4;2;2;0.912;0.906;FALSE;FALSE;"NOT-flipped"
4414;3000;16;0.4;2;2;0.913;0.9;FALSE;FALSE;"NOT-flipped"
4941;3000;16;0.4;2;2;0.907;0.897;FALSE;FALSE;"NOT-flipped"
5788;3000;16;0.4;2;2;0.892;0.906;FALSE;FALSE;"NOT-flipped"
6518;3000;16;0.4;2;2;0.911;0.906;FALSE;FALSE;"NOT-flipped"
6846;3000;16;0.4;2;2;0.912;0.914;FALSE;FALSE;"NOT-flipped"
6884;3000;16;0.4;2;2;0.906;0.896;FALSE;FALSE;"NOT-flipped"
7029;3000;16;0.4;2;2;0.913;0.914;FALSE;FALSE;"NOT-flipped"
7146;3000;16;0.4;2;2;0.909;0.906;FALSE;FALSE;"NOT-flipped"
7195;3000;16;0.4;2;2;0.907;0.903;FALSE;FALSE;"NOT-flipped"
7412;3000;16;0.4;2;2;0.909;0.887;FALSE;FALSE;"NOT-flipped"
7466;3000;16;0.4;2;2;0.906;0.913;FALSE;FALSE;"NOT-flipped"
7495;3000;16;0.4;2;2;0.912;0.902;FALSE;FALSE;"NOT-flipped"
7849;3000;16;0.4;2;2;0.907;0.912;FALSE;FALSE;"NOT-flipped"
7936;3000;16;0.4;2;2;0.9;0.917;FALSE;FALSE;"NOT-flipped"
8100;3000;16;0.4;2;2;0.914;0.91;FALSE;FALSE;"NOT-flipped"
8135;3000;16;0.4;2;2;0.905;0.901;FALSE;FALSE;"NOT-flipped"
8255;3000;16;0.4;2;2;0.908;0.904;FALSE;FALSE;"NOT-flipped"
8550;3000;16;0.4;2;2;0.902;0.897;FALSE;FALSE;"NOT-flipped"
8564;3000;16;0.4;2;2;0.905;0.907;FALSE;FALSE;"NOT-flipped"
8738;3000;16;0.4;2;2;0.91;0.914;FALSE;FALSE;"NOT-flipped"
8767;3000;16;0.4;2;2;0.906;0.914;FALSE;FALSE;"NOT-flipped"
8927;3000;16;0.4;2;2;0.91;0.912;FALSE;FALSE;"NOT-flipped"
9532;3000;16;0.4;2;2;0.91;0.914;FALSE;FALSE;"NOT-flipped"
9607;3000;16;0.4;2;2;0.912;0.912;FALSE;FALSE;"NOT-flipped"
9678;3000;16;0.4;2;2;0.906;0.89;FALSE;FALSE;"NOT-flipped"
9970;3000;16;0.4;2;2;0.911;0.912;FALSE;FALSE;"NOT-flipped"
10023;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;3000;16;0.4;3;1;0.644;0.664;FALSE;FALSE;"NOT-flipped"
10244;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;3000;16;0.4;3;1;0.684;0.694;FALSE;FALSE;"NOT-flipped"
1150;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;3000;16;0.4;3;1;0.695;0.701;FALSE;FALSE;"NOT-flipped"
12519;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;3000;16;0.4;3;1;0.709;0.693;FALSE;FALSE;"NOT-flipped"
1273;3000;16;0.4;3;1;0.679;0.738;FALSE;FALSE;"NOT-flipped"
12895;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;3000;16;0.4;3;1;0.7;0.687;FALSE;FALSE;"NOT-flipped"
13213;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;3000;16;0.4;3;1;0.698;0.647;FALSE;FALSE;"NOT-flipped"
13374;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;3000;16;0.4;3;1;0.717;0.744;FALSE;FALSE;"NOT-flipped"
13543;3000;16;0.4;3;1;0.733;0.742;FALSE;FALSE;"NOT-flipped"
1361;3000;16;0.4;3;1;0.71;0.726;FALSE;FALSE;"NOT-flipped"
13728;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;3000;16;0.4;3;1;0.725;0.738;FALSE;FALSE;"NOT-flipped"
1395;3000;16;0.4;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
